time,flux,phase
1325.3014246025107,286843.8637407913,0.398560900931402
1325.3028134918275,286564.24327241635,0.3987250099771171
1325.304202381143,286531.9293835471,0.39888911902269775
1325.3055912704606,286429.2927075199,0.39905322806849336
1325.3069801597776,286408.0583810153,0.3992173371142353
1325.3083690490932,286657.2201581524,0.39938144615981597
1325.3097579384105,286963.54261841736,0.39954555520558477
1325.3111468277273,286826.02728637523,0.3997096642512998
1325.3125357170434,286509.3433633567,0.39987377329693424
1325.3139246063608,286728.50491888874,0.40003788234272986
1325.315313495677,286623.9200539376,0.4002019913883643
1325.3167023845278,286583.49996837287,0.40036610037903064
1325.318091273845,286506.3283420309,0.4005302094247994
1325.3194801631619,286465.5787596745,0.40069431847051445
1325.3208690524782,286713.9930775456,0.40085842751617573
1325.322257941329,286878.92086755345,0.40102253650684205
1325.3236468306466,286938.04519748694,0.4011866455526377
1325.3250357199636,286479.5136143303,0.4013507545983796
1325.3264246092792,286591.63079277426,0.40151486364396033
1325.3278134981308,286625.706672471,0.40167897263470725
1325.3292023874476,286662.8727217918,0.40184308168042226
1325.3305912767635,286369.28321217553,0.40200719072602986
1325.3319801656148,286409.1588705693,0.4021712997167499
1325.3333690549314,286626.7138419735,0.4023354087624381
1325.3347579437818,286845.8187161423,0.4024995177530507
1325.3361468330993,286679.99484646216,0.4026636267988463
1325.3375357224165,286777.48906931665,0.4028277358446151
1325.3389246112672,286725.2493393433,0.4029918448352546
1325.340313500584,286652.1936196033,0.4031559538809696
1325.3417023894349,286561.8471987645,0.40332006287163596
1325.3430912787514,286497.4872262551,0.4034841719173241
1325.3444801676026,286481.32757116505,0.4036482809080173
1325.345869056919,286801.2600626805,0.40381238995367863
1325.34725794577,286845.28527843417,0.4039764989443718
1325.3486468346214,286800.932373457,0.4041406079350919
1325.3500357239384,286584.2034396368,0.4043047169808338
1325.35142461279,286594.9321550149,0.40446882597158074
1325.3528135021056,286510.6477911626,0.40463293501716147
1325.354202390957,286522.17652430193,0.4047970440078815
1325.3555912798086,286645.3160793179,0.40496115299862845
1325.3569801691244,286496.75573519804,0.40512526204423605
1325.358369057975,286558.5832398881,0.4052893710348755
1325.359757946827,286963.08325076464,0.4054534800256493
1325.3611468356778,286852.51835432154,0.4056175890163156
1325.3625357249946,286499.1080538525,0.4057816980620307
1325.3639246138453,286500.4810015665,0.40594580705267014
1325.3653135026966,286671.4080564282,0.40610991604339025
1325.3667023915475,286568.3000009437,0.4062740250340566
1325.3680912808638,286529.253371735,0.40643813407971785
1325.3694801697156,286475.5552879857,0.40660224307049164
1325.3708690585665,286717.683842297,0.406766352061158
1325.3722579474174,286857.7872676421,0.40693046105182434
1325.3736468362692,286986.1753629207,0.40709457004259814
1325.3750357251195,286688.92781078623,0.4072586790331839
1325.3764246139701,286795.9191722893,0.40742278802382337
1325.377813502822,286626.28908154345,0.40758689701459716
1325.3792023916726,286597.08044393343,0.40775100600523667
1325.380591280523,286565.65064712154,0.40791511499584926
1325.3819801698405,286330.0473511419,0.4080792240416449
1325.3833690586916,286658.6939238675,0.4082433330323381
1325.3847579475425,286811.86200156994,0.40840744202300444
1325.3861468363932,286841.58306446945,0.4085715510136439
1325.3875357247791,286737.00768266915,0.408735659949369
1325.3889246136305,286572.8093942333,0.4088997689400891
1325.3903135024805,286473.3737925173,0.40906387793064797
1325.391702391332,286623.8678661893,0.4092279869213949
1325.3930912801832,286457.1330814733,0.4093920959120881
1325.3944801690338,286378.5360001028,0.4095562049027276
1325.3958690578854,286711.8401731553,0.4097203138934745
1325.397257946736,286753.13272524835,0.409884422884114
1325.3986468355868,286950.65776103234,0.4100485318747535
1325.4000357239727,286498.65897238534,0.4102126408104786
1325.4014246128231,286470.1947085164,0.4103767498010912
1325.402813501674,286658.4939360235,0.4105408587917575
1325.4042023905256,286510.13260107604,0.4107049677825045
1325.4055912793767,286291.3405722531,0.4108690767731977
1325.4069801677615,286570.1823473136,0.41103318570878844
1325.4083690566126,286829.3049743115,0.41119729469948163
1325.4097579454644,286754.74789776537,0.4113614036902555
1325.41114683385,286899.53927699843,0.41152551262592685
1325.4125357227,287051.73751205154,0.41168962161651257
1325.4139246115515,286599.5184272874,0.4118537306072326
1325.4153134999367,286657.3884700551,0.4120178395428772
1325.4167023887871,286686.4305893944,0.4121819485334898
1325.418091277639,286481.18033403537,0.41234605752426357
1325.419480166024,286519.9338579205,0.4125101664598812
1325.420869054875,286491.2937275995,0.41267427545057445
1325.422257943727,286989.36375012604,0.41283838444134824
1325.423646832112,286593.3505893025,0.4130024933769659
1325.4250357209626,286668.6875990786,0.41316660236760533
1325.4264246093485,286727.3578995754,0.41333071130333043
1325.427813498199,286507.1770627428,0.4134948202939431
1325.4292023865844,286679.9298123583,0.41365892922961445
1325.4305912754355,286426.24056949397,0.41382303822030764
1325.4319801638217,286485.3902751203,0.4139871471560596
1325.4333690526719,286701.5868535741,0.4141512561466454
1325.434757941057,286776.1590735913,0.414315365082263
1325.4361468299085,286854.13489303505,0.41447947407300995
1325.4375357182935,286846.6428298615,0.4146435830086276
1325.4389246066785,286520.19757004164,0.4148076919442452
1325.4403134955298,286656.1179707713,0.41497180093496533
1325.441702383916,286473.02170047216,0.4151359098707173
1325.4430912727667,286575.29347162944,0.41530001886135676
1325.4444801611526,286546.2787157465,0.41546412779708186
1325.4458690495376,286485.5417955533,0.4156282367326995
1325.4472579383885,286832.55740880873,0.4157923457233659
1325.4486468267735,286893.19953501195,0.4159564546589835
