TIC,hostname,pl_name,sy_pnum,sy_snum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_orbper_tess,pl_orbpererr1_tess,pl_orbpererr2_tess,pl_tranmid_tess,pl_tranmiderr1_tess,pl_tranmiderr2_tess,obrparams_tess
158219569,Kepler-1874,Kepler-1874 b,1.0,1.0,56.57320023,,,2454979.5798400003,0.0048200000000000005,-0.0048200000000000005,,,,,,,0
158268972,Kepler-404,Kepler-404 b,2.0,1.0,11.829851,0.00020899999999999998,-0.00020899999999999998,2454970.6176400003,0.01179,-0.01179,,,,,,,0
158269049,Kepler-729,Kepler-729 b,1.0,1.0,3.16635371,2.42e-06,-2.42e-06,2455003.9658729997,0.000602,-0.000602,,,,,,,0
158270511,Kepler-740,Kepler-740 b,1.0,1.0,3.58410122,1.99e-06,-1.99e-06,2455003.427911,0.00044400000000000006,-0.00044400000000000006,,,,,,,0
158270568,Kepler-1263,Kepler-1263 b,1.0,1.0,4.55139967,2.128e-05,-2.128e-05,2454966.06025,0.0038,-0.0038,,,,,,,0
158270841,Kepler-1583,Kepler-1583 b,1.0,1.0,9.32807355,8.851e-05,-8.851e-05,2454965.8532,0.00865,-0.00865,,,,,,,0
158272257,Kepler-332,Kepler-332 b,3.0,1.0,7.626324,2.8000000000000003e-05,-2.8000000000000003e-05,2454969.01672,0.00221,-0.00221,,,,,,,0
158272820,Kepler-898,Kepler-898 b,1.0,1.0,5.8706191,2.07e-05,-2.07e-05,2454970.24953,0.00263,-0.00263,,,,,,,0
158274583,Kepler-1616,Kepler-1616 b,1.0,1.0,6.76284377,6.948e-05,-6.948e-05,2454968.6798,0.00873,-0.00873,,,,,,,0
158275161,Kepler-800,Kepler-800 b,1.0,1.0,14.13176026,4.273e-05,-4.273e-05,2454975.26113,0.00256,-0.00256,,,,,,,0
158276273,Kepler-585,Kepler-585 b,1.0,1.0,2.75235975,1.42e-06,-1.42e-06,2455004.259749,0.000408,-0.000408,,,,,,,0
158278132,Kepler-1301,Kepler-1301 b,1.0,1.0,9.08237046,4.331e-05,-4.331e-05,2454972.65023,0.0045,-0.0045,,,,,,,0
158297421,HATS-47,HATS-47 b,1.0,1.0,3.9228038,2.2e-06,-2.2e-06,2457365.3580400003,0.00029,-0.00029,3.9228016,1.22e-05,-1.22e-05,2459036.4728119997,0.0012929999999999999,-0.0012929999999999999,0
158316612,Kepler-38,Kepler-38 b,1.0,2.0,105.59899999999999,0.038,-0.053,2454932.1040000003,0.044000000000000004,-0.022000000000000002,,,,,,,0
158317637,Kepler-978,Kepler-978 b,1.0,1.0,49.622150899999994,0.000171,-0.000171,2454970.1002599997,0.00252,-0.00252,,,,,,,0
158317824,Kepler-859,Kepler-859 b,1.0,1.0,20.38177573,5.321e-05,-5.321e-05,2454975.31445,0.00215,-0.00215,,,,,,,0
158322085,Kepler-1558,Kepler-1558 b,1.0,1.0,3.50470358,1.612e-05,-1.612e-05,2454966.72494,0.0038399999999999997,-0.0038399999999999997,,,,,,,0
158322296,Kepler-1000,Kepler-1000 b,1.0,1.0,120.01812720000001,0.00036280000000000004,-0.00036280000000000004,2454967.18927,0.00268,-0.00268,,,,,,,0
158322622,Kepler-1146,Kepler-1146 b,1.0,1.0,2.3522658,8.25e-06,-8.25e-06,2454964.80405,0.0027300000000000002,-0.0027300000000000002,,,,,,,0
158324044,Kepler-1692,Kepler-1692 b,1.0,1.0,5.9596599999999995,,,2454968.0069,0.0037,-0.0037,,,,,,,0
158324245,KOI-13,KOI-13 b,1.0,3.0,1.7635880000000002,1e-06,-1e-06,2454953.56596,2e-05,-2.9999999999999997e-05,1.7635888,7e-07,-7e-07,2459420.733727,0.000377,-0.000377,0
158324326,Kepler-1337,Kepler-1337 b,1.0,1.0,24.4002549,0.00010889999999999999,-0.00010889999999999999,2454968.6293900004,0.00349,-0.00349,,,,,,,0
158325998,Kepler-1700,Kepler-1700 b,1.0,1.0,234.239,,,2455043.80985,0.009470000000000001,-0.009470000000000001,,,,,,,0
158326424,Kepler-1742,Kepler-1742 b,1.0,1.0,49.47819901,,,2454974.82447,0.00309,-0.00309,,,,,,,0
158326744,Kepler-1165,Kepler-1165 b,2.0,1.0,9.478522,5.909e-05,-5.909e-05,2454973.1666200003,0.00439,-0.00439,,,,,,,0
158385035,Kepler-1456,Kepler-1456 b,1.0,1.0,18.1373829,0.0001854,-0.0001854,2454969.80802,0.00949,-0.00949,,,,,,,0
158386680,Kepler-1376,Kepler-1376 b,1.0,1.0,5.30880656,4.525e-05,-4.525e-05,2454967.24408,0.00636,-0.00636,,,,,,,0
158386765,Kepler-828,Kepler-828 b,1.0,1.0,0.56785714,4.4e-07,-4.4e-07,2454967.062486,0.0006309999999999999,-0.0006309999999999999,,,,,,,0
158387462,Kepler-152,Kepler-152 b,2.0,1.0,18.207973000000003,2.3e-05,-2.3e-05,2455018.84202,0.0006900000000000001,-0.0006900000000000001,,,,,,,0
158388163,Kepler-491,Kepler-491 b,1.0,1.0,4.22538451,2.7e-07,-2.7e-07,2454970.560674,5.3e-05,-5.3e-05,4.2254438,0.0003784,-0.0003784,2459394.538038,0.00259,-0.00259,0
158388625,Kepler-1950,Kepler-1950 b,1.0,1.0,10.77690029,,,2454973.2902,0.00979,-0.00979,,,,,,,0
158389981,Kepler-1850,Kepler-1850 b,1.0,1.0,1.3858,,,2454968.4886,0.0027,-0.0027,,,,,,,0
158392088,Kepler-834,Kepler-834 b,1.0,1.0,13.32388301,5.212e-05,-5.212e-05,2454968.2444599997,0.00282,-0.00282,,,,,,,0
158393923,Kepler-59,Kepler-59 b,2.0,1.0,11.8681707,0.00036,-0.00036,2454970.74767,0.011000000000000001,-0.011000000000000001,,,,,,,0
158394235,Kepler-178,Kepler-178 b,3.0,1.0,9.576694,2.1e-05,-2.1e-05,2455009.68127,0.00124,-0.00124,,,,,,,0
158394286,Kepler-1344,Kepler-1344 b,1.0,1.0,4.7683049,1.895e-05,-1.895e-05,2454967.8621,0.004529999999999999,-0.004529999999999999,,,,,,,0
158394479,Kepler-334,Kepler-334 b,3.0,1.0,5.470319,2.1e-05,-2.1e-05,2454964.49467,0.0021100000000000003,-0.0021100000000000003,,,,,,,0
158394902,Kepler-1605,Kepler-1605 b,1.0,1.0,85.7565495,0.0006161000000000001,-0.0006161000000000001,2454995.71867,0.00674,-0.00674,,,,,,,0
158412890,Kepler-1168,Kepler-1168 b,1.0,1.0,55.8226539,0.00038710000000000003,-0.00038710000000000003,2455002.0364099997,0.00539,-0.00539,,,,,,,0
158415898,Kepler-651,Kepler-651 b,1.0,1.0,21.38521506,3.8799999999999994e-05,-3.8799999999999994e-05,2455011.78117,0.00141,-0.00141,,,,,,,0
158416263,Kepler-958,Kepler-958 b,1.0,1.0,9.767880499999999,1.11e-05,-1.11e-05,2454972.437821,0.0009539999999999999,-0.0009539999999999999,,,,,,,0
158419284,Kepler-799,Kepler-799 c,2.0,1.0,15.19419956,0.00025299999999999997,-0.00025299999999999997,2454975.73422,0.00458,-0.00458,,,,,,,0
158422963,Kepler-1676,Kepler-1676 b,1.0,1.0,29.9221,,,2454979.00894,0.0017800000000000001,-0.0017800000000000001,,,,,,,0
158423850,Kepler-605,Kepler-605 c,2.0,1.0,2.35895152,8.37e-06,-8.37e-06,2454965.69119,0.00315,-0.00315,,,,,,,0
158426969,Kepler-244,Kepler-244 b,3.0,1.0,4.311792,8e-06,-8e-06,2455006.57568,0.001,-0.001,,,,,,,0
158427808,KOI-4777,KOI-4777.01,1.0,1.0,0.41200000000000003,1e-06,-1e-06,2454965.219,0.002,-0.002,,,,,,,0
158428960,Kepler-279,Kepler-279 b,3.0,1.0,12.309681,5.1e-05,-5.1e-05,2454970.6864400003,0.00246,-0.00246,,,,,,,0
158432813,Kepler-1713,Kepler-1713 b,1.0,1.0,18.01160049,,,2455018.09162,0.00238,-0.00238,,,,,,,0
158433884,Kepler-1778,Kepler-1778 b,1.0,1.0,10.08740044,,,2454968.13582,0.00218,-0.00218,,,,,,,0
158434144,Kepler-174,Kepler-174 b,3.0,1.0,13.98179,2.4e-05,-2.4e-05,2455014.97351,0.00095,-0.00095,,,,,,,0
158484518,Kepler-778,Kepler-778 b,1.0,1.0,3.75574426,1.083e-05,-1.083e-05,2454966.4328799997,0.0024,-0.0024,,,,,,,0
158486560,Kepler-836,Kepler-836 b,1.0,1.0,11.36112327,2.363e-05,-2.363e-05,2454969.92653,0.0017,-0.0017,,,,,,,0
158486842,Kepler-1216,Kepler-1216 b,1.0,1.0,4.37034536,1.993e-05,-1.993e-05,2454964.92397,0.00381,-0.00381,,,,,,,0
158487005,Kepler-294,Kepler-294 b,2.0,1.0,3.7012120000000004,2.5e-05,-2.5e-05,2455013.27593,0.00355,-0.00355,,,,,,,0
158487028,Kepler-1548,Kepler-1548 b,1.0,1.0,124.82867900000001,0.001524,-0.001524,2455041.78455,0.008740000000000001,-0.008740000000000001,,,,,,,0
158487108,Kepler-1085,Kepler-1085 c,2.0,1.0,56.7771,0.0008946,-0.0008946,2455014.0978900003,0.00413,-0.00413,,,,,,,0
158487658,Kepler-1528,Kepler-1528 b,1.0,1.0,1.79111021,7.699999999999999e-06,-7.699999999999999e-06,2454964.9580900003,0.0035700000000000003,-0.0035700000000000003,,,,,,,0
158487888,Kepler-140,Kepler-140 b,2.0,1.0,3.25427,8e-06,-8e-06,2455005.66151,0.00133,-0.00133,,,,,,,0
158489091,KIC 10525077,KIC 10525077 b,1.0,1.0,854.0830000000001,0.016280000000000003,-0.01697,2455168.236,0.012,-0.012,,,,,,,0
158489095,Kepler-1049,Kepler-1049 b,1.0,1.0,3.27346074,5.31e-06,-5.31e-06,2454967.44686,0.00128,-0.00128,,,,,,,0
158489110,Kepler-1948,Kepler-1948 b,1.0,1.0,15.57129955,,,2454969.58514,0.00487,-0.00487,,,,,,,0
158489787,Kepler-659,Kepler-659 b,1.0,1.0,17.671796,5.558e-05,-5.558e-05,2455019.3686,0.00262,-0.00262,,,,,,,0
158489841,Kepler-1075,Kepler-1075 b,1.0,1.0,1.52372816,2.7000000000000004e-06,-2.7000000000000004e-06,2454964.6192400004,0.00147,-0.00147,,,,,,,0
158489897,Kepler-781,Kepler-781 b,1.0,1.0,13.2140732,3.577e-05,-3.577e-05,2454973.58725,0.00229,-0.00229,,,,,,,0
158490928,Kepler-738,Kepler-738 b,1.0,1.0,24.58721573,8.802e-05,-8.802e-05,2455006.70385,0.00293,-0.00293,,,,,,,0
158492133,Kepler-1555,Kepler-1555 b,1.0,1.0,8.10501635,8.122e-05,-8.122e-05,2454968.88523,0.00701,-0.00701,,,,,,,0
158494327,Kepler-189,Kepler-189 b,2.0,1.0,10.399931,8.499999999999999e-05,-8.499999999999999e-05,2454974.5109200003,0.004379999999999999,-0.004379999999999999,,,,,,,0
158494681,Kepler-760,Kepler-760 c,2.0,1.0,2.46697439,6.58e-06,-6.58e-06,2455187.9292900003,0.0018,-0.0018,,,,,,,0
158551360,Kepler-1697,Kepler-1697 b,1.0,1.0,33.4969,,,2454996.7522299998,0.0069099999999999995,-0.0069099999999999995,,,,,,,0
158551888,Kepler-212,Kepler-212 b,2.0,1.0,16.257582,0.00037799999999999997,-0.00037799999999999997,2454972.64774,0.01064,-0.01064,,,,,,,0
158552258,Kepler-1646,Kepler-1646 b,1.0,1.0,4.48558383,1.05e-05,-1.05e-05,2454968.4322099998,0.00202,-0.00202,,,,,,,0
158552426,Kepler-1027,Kepler-1027 b,1.0,2.0,1.9078051999999999,2.46e-06,-2.46e-06,2454964.64063,0.00109,-0.00109,,,,,,,0
158553540,Kepler-104,Kepler-104 b,3.0,2.0,11.427548,1.4999999999999999e-05,-1.4999999999999999e-05,2454970.61305,0.0007700000000000001,-0.0007700000000000001,,,,,,,0
158554588,Kepler-20,Kepler-20 b,6.0,2.0,3.69611525,1.15e-06,-8.7e-07,2454967.502014,0.00025299999999999997,-0.000217,,,,,,,0
158555483,Kepler-160,Kepler-160 b,3.0,1.0,4.309397,1.3000000000000001e-05,-1.2e-05,2454967.0319999997,0.0028,-0.0023,,,,,,,0
158555987,Kepler-1517,Kepler-1517 b,1.0,1.0,5.54608367,7.09e-06,-7.09e-06,2454966.50335,0.00105,-0.00105,5.5461219,3.3e-05,-3.3e-05,2458687.920182,0.0031780000000000003,-0.0031780000000000003,0
158556108,Kepler-1584,Kepler-1584 b,1.0,1.0,13.399709900000001,0.000157,-0.000157,2454964.84744,0.00992,-0.00992,,,,,,,0
158559018,Kepler-1269,Kepler-1269 b,1.0,1.0,37.3331536,0.000321,-0.000321,2454995.90448,0.00662,-0.00662,,,,,,,0
158559417,Kepler-387,Kepler-387 b,2.0,1.0,6.7916360000000005,9.4e-05,-9.4e-05,2454969.4873,0.00817,-0.00817,,,,,,,0
158559861,Kepler-1250,Kepler-1250 b,1.0,1.0,2.60754383,6.52e-06,-6.52e-06,2454964.83537,0.00205,-0.00205,,,,,,,0
158561566,Kepler-14,Kepler-14 b,1.0,2.0,6.7901229999999995,4.2999999999999995e-06,-4.2999999999999995e-06,2454971.08737,0.00018,-0.00018,6.790091800000001,2.33e-05,-2.33e-05,2459425.412816,0.004636,-0.004636,0
158561894,Kepler-164,Kepler-164 b,3.0,1.0,5.03503,2.7000000000000002e-05,-2.7000000000000002e-05,2454965.65465,0.0033799999999999998,-0.0033799999999999998,,,,,,,0
158588995,TOI-674,TOI-674 b,1.0,1.0,1.977143,3e-06,-3e-06,2458641.404552,0.000102,-0.000102,1.9771637,1.1e-06,-1.1e-06,2459301.7781419996,0.000388,-0.000388,0
158623531,WASP-105,WASP-105 b,1.0,1.0,7.87288,1e-05,-1e-05,2456600.0765,0.0002,-0.0002,7.8728937000000005,4.8e-06,-4.8e-06,2458355.73229,0.00025,-0.00025,0
158625100,Kepler-222,Kepler-222 b,3.0,1.0,3.936981,5e-06,-5e-06,2455002.6507599996,0.00063,-0.00063,,,,,,,0
158625687,Kepler-1953,Kepler-1953 b,1.0,1.0,6.24565983,,,2454970.1636200002,0.00573,-0.00573,,,,,,,0
158625761,Kepler-1617,Kepler-1617 b,1.0,1.0,27.478557199999997,0.0005078,-0.0005078,2454981.6285,0.0166,-0.0166,,,,,,,0
158625964,Kepler-105,Kepler-105 b,2.0,1.0,5.4122,2e-05,-2e-05,2454966.1424,0.0006,-0.0006,,,,,,,0
158626833,Kepler-192,Kepler-192 d,3.0,1.0,6.47027579,4.3200000000000007e-05,-4.3200000000000007e-05,2454969.50662,0.00541,-0.00541,,,,,,,0
158630233,Kepler-1160,Kepler-1160 b,1.0,1.0,7.97034958,3.122e-05,-3.122e-05,2454969.55753,0.0034200000000000003,-0.0034200000000000003,,,,,,,0
158630552,Kepler-1268,Kepler-1268 b,1.0,1.0,40.990398600000006,0.0004806,-0.0004806,2454965.41393,0.00818,-0.00818,,,,,,,0
158631520,Kepler-505,Kepler-505 b,1.0,1.0,27.52197994,3.295e-05,-3.295e-05,2455022.823547,0.00088,-0.00088,,,,,,,0
158631683,Kepler-291,Kepler-291 b,2.0,1.0,3.546511,1.6e-05,-1.6e-05,2454967.90112,0.00274,-0.00274,,,,,,,0
158633329,Kepler-477,Kepler-477 b,1.0,2.0,11.11990653,1.1599999999999999e-05,-1.1599999999999999e-05,2454972.752936,0.000831,-0.000831,,,,,,,0
158633475,Kepler-1380,Kepler-1380 b,1.0,1.0,10.310824499999999,0.0001042,-0.0001042,2454974.51174,0.007690000000000001,-0.007690000000000001,,,,,,,0
158635959,Kepler-1952,Kepler-1952 b,1.0,1.0,27.21080017,,,2454965.3697,0.0142,-0.0142,,,,,,,0
158657354,Kepler-522,Kepler-522 b,1.0,1.0,38.58422849,4.568e-05,-4.568e-05,2455007.833446,0.000869,-0.000869,,,,,,,0
158660363,Kepler-346,Kepler-346 b,2.0,1.0,6.511127,1.7e-05,-1.7e-05,2454964.7057,0.0016600000000000002,-0.0016600000000000002,,,,,,,0
158660814,Kepler-652,Kepler-652 b,1.0,1.0,4.18200253,1.72e-06,-1.72e-06,2455005.789509,0.00032,-0.00032,,,,,,,0
158662352,Kepler-660,Kepler-660 b,1.0,1.0,9.27358194,1.178e-05,-1.178e-05,2455006.258019,0.000997,-0.000997,,,,,,,0
158662813,Kepler-1578,Kepler-1578 b,1.0,1.0,1.45088691,6.95e-06,-6.95e-06,2454965.2303299997,0.0036799999999999997,-0.0036799999999999997,,,,,,,0
158664221,Kepler-1350,Kepler-1350 c,2.0,1.0,1.76678906,7.12e-06,-7.12e-06,2454966.08323,0.00475,-0.00475,,,,,,,0
158664318,Kepler-259,Kepler-259 b,2.0,1.0,8.115317,2.2e-05,-2.2e-05,2455007.51955,0.00159,-0.00159,,,,,,,0
158664331,Kepler-1753,Kepler-1753 b,1.0,1.0,16.00460052,,,2454973.48284,0.00293,-0.00293,,,,,,,0
158664692,Kepler-1122,Kepler-1122 b,1.0,1.0,42.1917357,0.0002996,-0.0002996,2454988.3154700003,0.0057799999999999995,-0.0057799999999999995,,,,,,,0
158665380,Kepler-254,Kepler-254 b,3.0,1.0,5.826662000000001,1e-05,-1e-05,2455006.01039,0.00101,-0.00101,,,,,,,0
158665571,Kepler-1837,Kepler-1837 b,1.0,1.0,5.90608978,,,2454964.55773,0.00455,-0.00455,,,,,,,0
158668572,Kepler-427,Kepler-427 b,1.0,1.0,10.290994,1.1e-06,-1.1e-06,2454970.02207,9e-05,-9e-05,,,,,,,0
158722002,Kepler-1597,Kepler-1597 b,1.0,1.0,2.94654179,3.471e-05,-3.471e-05,2454965.41542,0.00896,-0.00896,,,,,,,0
158722119,Kepler-584,Kepler-584 b,1.0,1.0,35.1810304,9.392e-05,-9.392e-05,2455003.0997599997,0.0020800000000000003,-0.0020800000000000003,,,,,,,0
158722379,Kepler-1746,Kepler-1746 b,1.0,1.0,321.21200560000005,,,2455039.930079,0.00095,-0.00095,,,,,,,0
158725179,Kepler-1511,Kepler-1511 b,1.0,1.0,23.238279199999997,0.00022200000000000003,-0.00022200000000000003,2454976.54141,0.00796,-0.00796,,,,,,,0
158725491,Kepler-402,Kepler-402 b,4.0,1.0,4.028751000000001,1.9e-05,-1.9e-05,2454966.76902,0.0031,-0.0031,,,,,,,0
158726129,Kepler-890,Kepler-890 b,1.0,1.0,52.75875577,3.345e-05,-3.345e-05,2454989.30675,0.000534,-0.000534,,,,,,,0
158727691,Kepler-330,Kepler-330 b,2.0,1.0,8.259780000000001,7.6e-05,-7.6e-05,2454986.98309,0.0066,-0.0066,,,,,,,0
158729099,Kepler-1178,Kepler-1178 b,1.0,1.0,31.806340000000002,0.0003857,-0.0003857,2454983.6643,0.0104,-0.0104,,,,,,,0
158730203,Kepler-982,Kepler-982 b,1.0,1.0,15.773822099999999,4.115e-05,-4.115e-05,2454970.53085,0.0021,-0.0021,,,,,,,0
158730471,Kepler-1598,Kepler-1598 b,1.0,1.0,4.34195123,2.827e-05,-2.827e-05,2454967.18495,0.0048200000000000005,-0.0048200000000000005,,,,,,,0
158730884,Kepler-1186,Kepler-1186 b,1.0,1.0,16.07677615,7.199e-05,-7.199e-05,2454976.3876400003,0.0038299999999999996,-0.0038299999999999996,,,,,,,0
158731243,Kepler-656,Kepler-656 b,1.0,1.0,1.26025909,6.6e-07,-6.6e-07,2455003.4088540003,0.000417,-0.000417,,,,,,,0
158731868,Kepler-1367,Kepler-1367 b,1.0,1.0,1.57409027,5.24e-06,-5.24e-06,2454964.8621799997,0.0031100000000000004,-0.0031100000000000004,,,,,,,0
158785055,Kepler-969,Kepler-969 c,2.0,1.0,1.6829346,2.93e-06,-2.93e-06,2454964.96803,0.0014,-0.0014,,,,,,,0
158786851,Kepler-1507,Kepler-1507 b,1.0,1.0,16.050621300000003,0.0001447,-0.0001447,2454974.73323,0.006659999999999999,-0.006659999999999999,,,,,,,0
158789121,Kepler-1633,Kepler-1633 b,1.0,1.0,186.404271,0.005886,-0.005886,2455049.2211,0.0268,-0.0268,,,,,,,0
158789380,Kepler-190,Kepler-190 b,2.0,1.0,2.0199990000000003,3e-06,-3e-06,2455003.06945,0.0008900000000000001,-0.0008900000000000001,,,,,,,0
158792051,Kepler-247,Kepler-247 b,3.0,1.0,3.33616,7.000000000000001e-06,-7.000000000000001e-06,2454968.3129,0.00118,-0.00118,,,,,,,0
158792743,Kepler-1231,Kepler-1231 b,1.0,1.0,10.41725184,6.556e-05,-6.556e-05,2454970.4591099997,0.00509,-0.00509,,,,,,,0
158794459,Kepler-1262,Kepler-1262 b,1.0,1.0,8.67900242,3.79e-05,-3.79e-05,2454973.90699,0.00385,-0.00385,,,,,,,0
158796434,Kepler-392,Kepler-392 b,2.0,1.0,5.3418529999999995,5.5e-05,-5.5e-05,2454969.30141,0.007559999999999999,-0.007559999999999999,,,,,,,0
158837572,Kepler-1392,Kepler-1392 b,1.0,1.0,15.1410397,0.0001135,-0.0001135,2454976.73863,0.006490000000000001,-0.006490000000000001,,,,,,,0
158838045,Kepler-219,Kepler-219 b,3.0,1.0,4.5855120000000005,8e-06,-8e-06,2455002.8568,0.001,-0.001,,,,,,,0
158838278,Kepler-894,Kepler-894 b,1.0,1.0,9.803224,3.027e-05,-3.027e-05,2455196.9859,0.00227,-0.00227,,,,,,,0
158838923,Kepler-587,Kepler-587 b,1.0,1.0,10.94027841,2.949e-05,-2.949e-05,2455003.30652,0.00206,-0.00206,,,,,,,0
158839043,Kepler-1885,Kepler-1885 b,1.0,1.0,2.52255988,,,2454964.6453400003,0.0022199999999999998,-0.0022199999999999998,,,,,,,0
158839841,Kepler-782,Kepler-782 b,1.0,1.0,158.68533080000003,0.0004373,-0.0004373,2455006.94915,0.00198,-0.00198,,,,,,,0
158840095,Kepler-1371,Kepler-1371 c,2.0,1.0,2.00541269,1.065e-05,-1.065e-05,2454966.2455,0.0039299999999999995,-0.0039299999999999995,,,,,,,0
158840828,Kepler-310,Kepler-310 b,3.0,1.0,13.930698000000001,0.00010800000000000001,-0.00010800000000000001,2454967.42673,0.0047,-0.0047,,,,,,,0
158842046,Kepler-1156,Kepler-1156 b,1.0,1.0,11.89520511,6.499e-05,-6.499e-05,2454965.88994,0.00418,-0.00418,,,,,,,0
158843824,Kepler-1372,Kepler-1372 b,1.0,1.0,1.31155557,5.54e-06,-5.54e-06,2454964.53493,0.0038200000000000005,-0.0038200000000000005,,,,,,,0
158843826,Kepler-1198,Kepler-1198 b,1.0,1.0,7.6847716,3.2500000000000004e-05,-3.2500000000000004e-05,2454970.63985,0.0038299999999999996,-0.0038299999999999996,,,,,,,0
158844032,Kepler-1887,Kepler-1887 b,1.0,1.0,19.94750023,,,2454977.2469,0.00351,-0.00351,,,,,,,0
158923465,Kepler-60,Kepler-60 b,3.0,1.0,7.1334,0.0001,-0.0001,2456462.2796,0.0034,-0.0033,,,,,,,0
158927791,Kepler-1035,Kepler-1035 b,1.0,1.0,2.71407755,3.71e-06,-3.71e-06,2454966.71203,0.0011099999999999999,-0.0011099999999999999,,,,,,,0
158931258,Kepler-750,Kepler-750 c,2.0,1.0,4.08899022,1.934e-05,-1.934e-05,2454968.7611599998,0.004229999999999999,-0.004229999999999999,,,,,,,0
158933249,Kepler-953,Kepler-953 c,2.0,1.0,9.10967112,2.528e-05,-2.528e-05,2454966.0672400002,0.00236,-0.00236,,,,,,,0
158934047,Kepler-650,Kepler-650 b,1.0,1.0,3.03214559,3.31e-06,-3.31e-06,2455004.7347560003,0.00086,-0.00086,,,,,,,0
158935283,Kepler-33,Kepler-33 b,5.0,1.0,5.66793,0.00011999999999999999,-0.00011999999999999999,2454964.8981,0.0075,-0.0075,,,,,,,0
158936201,Kepler-881,Kepler-881 b,1.0,1.0,4.44448017,2.5300000000000002e-05,-2.5300000000000002e-05,2454966.46263,0.00434,-0.00434,,,,,,,0
158983401,Kepler-1787,Kepler-1787 b,1.0,1.0,39.31370163,,,2454987.9391900003,0.00313,-0.00313,,,,,,,0
158983792,Kepler-994,Kepler-994 b,1.0,1.0,1.15116651,5.7e-07,-5.7e-07,2454966.2318849997,0.00040599999999999995,-0.00040599999999999995,,,,,,,0
158984573,Kepler-22,Kepler-22 b,1.0,1.0,289.8623,0.0016,-0.002,2454966.6983,0.0023,-0.0023,,,,,,,0
158984590,Kepler-1568,Kepler-1568 b,1.0,1.0,20.925392000000002,0.0002521,-0.0002521,2454967.895,0.0105,-0.0105,,,,,,,0
158984916,Kepler-981,Kepler-981 b,1.0,1.0,4.46975774,5.86e-06,-5.86e-06,2454964.84366,0.00112,-0.00112,,,,,,,0
158985675,Kepler-1287,Kepler-1287 b,1.0,1.0,11.47685909,6.466e-05,-6.466e-05,2454972.6298599998,0.0049,-0.0049,,,,,,,0
158986028,Kepler-1175,Kepler-1175 b,1.0,1.0,37.94563,0.0001732,-0.0001732,2454967.78267,0.0038399999999999997,-0.0038399999999999997,,,,,,,0
158986227,Kepler-1377,Kepler-1377 b,1.0,1.0,0.74092842,1.85e-06,-1.85e-06,2454964.90927,0.0021100000000000003,-0.0021100000000000003,,,,,,,0
158986490,Kepler-1012,Kepler-1012 b,1.0,1.0,5.50860439,1.151e-05,-1.151e-05,2454965.29848,0.0016600000000000002,-0.0016600000000000002,,,,,,,0
158987296,Kepler-1153,Kepler-1153 b,1.0,1.0,1.75583533,4.39e-06,-4.39e-06,2454966.15727,0.00195,-0.00195,,,,,,,0
158989438,Kepler-1512,Kepler-1512 b,1.0,1.0,20.35972599,5.874e-05,-5.874e-05,2454967.29096,0.0024,-0.0024,,,,,,,0
158989909,Kepler-1010,Kepler-1010 b,1.0,1.0,34.2685705,0.00011810000000000001,-0.00011810000000000001,2454980.05222,0.00277,-0.00277,,,,,,,0
158992508,Kepler-46,Kepler-46 d,3.0,1.0,6.766589,2.2e-05,-2.2e-05,2454971.0589099997,0.0019199999999999998,-0.0019199999999999998,,,,,,,0
159043952,Kepler-1204,Kepler-1204 b,1.0,1.0,85.7350285,0.0006372999999999999,-0.0006372999999999999,2455003.9855299997,0.00629,-0.00629,,,,,,,0
159046962,Kepler-126,Kepler-126 b,3.0,1.0,10.495711,2.8000000000000003e-05,-2.8000000000000003e-05,2455005.78966,0.00165,-0.00165,,,,,,,0
159050004,Kepler-987,Kepler-987 b,1.0,1.0,105.30331480000001,0.0004783,-0.0004783,2455040.17343,0.00396,-0.00396,,,,,,,0
159050690,Kepler-741,Kepler-741 b,1.0,1.0,7.03902374,1.488e-05,-1.488e-05,2455008.7302099997,0.00168,-0.00168,,,,,,,0
159050852,Kepler-1446,Kepler-1446 b,1.0,1.0,0.68996783,5e-07,-5e-07,2454964.635244,0.000609,-0.000609,,,,,,,0
159051188,Kepler-1022,Kepler-1022 b,1.0,1.0,10.99469878,1.88e-05,-1.88e-05,2454970.3576599997,0.00144,-0.00144,,,,,,,0
159051209,KOI-1783,KOI-1783.01,2.0,1.0,134.4628,0.0033,-0.0035,2455002.28141,0.00103,-0.00103,,,,,,,0
159054620,Kepler-856,Kepler-856 b,1.0,1.0,8.02768059,2.01e-06,-2.01e-06,2455193.171476,0.00017900000000000001,-0.00017900000000000001,,,,,,,0
159096688,Kepler-909,Kepler-909 b,1.0,1.0,13.93290318,4.462e-05,-4.462e-05,2454972.41195,0.00264,-0.00264,,,,,,,0
159098316,Kepler-77,Kepler-77 b,1.0,1.0,3.57878087,2.3e-07,-2.3e-07,2455095.865727,2.8999999999999997e-05,-2.8999999999999997e-05,3.5789714999999998,0.000332,-0.000332,2459422.607769,0.0037259999999999997,-0.0037259999999999997,0
159098652,Kepler-250,Kepler-250 b,3.0,1.0,4.148141000000001,4.6e-05,-4.6e-05,2454966.39095,0.00672,-0.00672,,,,,,,0
159099116,Kepler-175,Kepler-175 b,2.0,1.0,11.903514999999999,4.6e-05,-4.6e-05,2455011.34082,0.002,-0.002,,,,,,,0
