istart,istop,cstart,cstop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,ID,qcs,mission,tstamp,dur_detrend,lc_n
14543,14852,598002,598311,2058.0188994064997,2058.4480648003364,145.38134604792853,0.7414628802501679,0.006347879041934901,0.4291653938366835,16319.0,WASP-7,27,TESS,05_02_2021_11_20_04,3.890466999999944,1
,,,,,,,,,,14019,WASP-63,6,TESS,05_02_2021_11_20_26,2.396304999999984,0
,,,,,,,,,,15574,WASP-63,7,TESS,05_02_2021_11_20_43,2.9458790000001045,0
,,,,,,,,,,17608,HD 1397,1,TESS,05_02_2021_11_21_04,4.470878999999968,0
,,,,,,,,,,15285,WASP-41,10,TESS,05_02_2021_11_21_26,2.204189000000042,0
,,,,,,,,,,16184,TrES-2,26,TESS,05_02_2021_11_21_45,3.915120999999999,0
,,,,,,,,,,17163,WASP-4,2,TESS,05_02_2021_11_22_07,2.2514329999999063,0
65881,65884,3687853,3687856,2081.12889570385,2081.129590154041,5.911595821099702,0.2220857905448307,0.15149098184025722,0.0006944501910766121,83548.0,WASP-4,28,TESS,05_02_2021_11_22_35,42.041925999999876,0
,,,,,,,,,,13586,WASP-4,28,TESS,05_02_2021_11_23_09,1.8756519999999455,1
,,,,,,,,,,83799,WASP-4,29,TESS,05_02_2021_11_23_34,32.13183100000015,0
,,,,,,,,,,13941,WASP-4,29,TESS,05_02_2021_11_23_58,1.9755299999999352,1
,,,,,,,,,,17032,HD 213885,1,TESS,05_02_2021_11_24_16,3.582888000000139,0
,,,,,,,,,,94344,HD 213885,27,TESS,05_02_2021_11_24_42,63.04447000000005,0
,,,,,,,,,,15715,HD 213885,27,TESS,05_02_2021_11_25_39,4.4867739999999685,1
26329,26332,3632568,3632571,2068.33079451863,2068.3314889604403,0.33571242748338903,0.016175651474171052,0.010288821095502332,0.0006944418105376826,86323.0,HD 213885,28,TESS,05_02_2021_11_26_07,54.50187899999992,0
,,,,,,,,,,13041,HD 213885,28,TESS,05_02_2021_11_26_56,3.6001909999999953,1
,,,,,,,,,,12985,WASP-166,8,TESS,05_02_2021_11_27_14,2.049395000000004,0
11258,11264,83478,83484,1343.400417374121,1343.4087505750542,11.35407860657605,0.6477108479340404,0.03895530560021898,0.008333200933293483,17167.0,LHS 3844,1,TESS,05_02_2021_11_27_31,4.3872800000003735,0
,,,,,,,,,,91966,LHS 3844,27,TESS,05_02_2021_11_27_59,41.39432600000009,0
,,,,,,,,,,15322,LHS 3844,27,TESS,05_02_2021_11_28_31,4.710023999999976,1
,,,,,,,,,,86720,LHS 3844,28,TESS,05_02_2021_11_28_59,43.410507999999936,0
,,,,,,,,,,14435,LHS 3844,28,TESS,05_02_2021_11_29_33,2.1103259999999864,1
,,,,,,,,,,13220,GJ 357,8,TESS,05_02_2021_11_29_50,5.998896000000059,0
,,,,,,,,,,14424,HATS-2,10,TESS,05_02_2021_11_30_11,2.011775000000398,0
,,,,,,,,,,17899,Kepler-68,14,TESS,05_02_2021_11_30_30,2.9802209999998013,0
,,,,,,,,,,14599,WASP-71,4,TESS,05_02_2021_11_31_07,2.2217310000000907,0
,,,,,,,,,,12628,WASP-142,8,TESS,05_02_2021_11_31_26,1.7338230000000294,0
,,,,,,,,,,16699,WASP-58,25,TESS,05_02_2021_11_31_46,2.5531959999998435,0
,,,,,,,,,,16392,WASP-58,26,TESS,05_02_2021_11_32_05,2.547953000000234,0
,,,,,,,,,,17025,HAT-P-7,14,TESS,05_02_2021_11_32_26,2.195050000000265,0
,,,,,,,,,,13751,HAT-P-7,15,TESS,05_02_2021_11_32_48,2.177314000000024,0
,,,,,,,,,,17373,HD 23472,1,TESS,05_02_2021_11_33_10,3.132003000000168,0
,,,,,,,,,,17593,HD 23472,2,TESS,05_02_2021_11_33_32,3.1172710000000734,0
,,,,,,,,,,13133,HD 23472,3,TESS,05_02_2021_11_33_53,2.0156010000000606,0
,,,,,,,,,,15157,HD 23472,4,TESS,05_02_2021_11_34_13,2.309314000000086,0
,,,,,,,,,,15504,HD 23472,11,TESS,05_02_2021_11_34_31,2.4032430000002023,0
,,,,,,,,,,92592,HD 23472,29,TESS,05_02_2021_11_35_00,47.47900600000003,0
,,,,,,,,,,14418,HD 23472,29,TESS,05_02_2021_11_35_40,2.208940999999868,1
8286,8289,3846602,3846605,2117.8731523434326,2117.873846786636,3.268024546014809,0.023624255452412046,0.15322382799372658,0.0006944432034288184,98848.0,HD 23472,30,TESS,05_02_2021_11_36_06,65.28327000000036,0
57577,57581,3909028,3909032,2132.323530055212,2132.32445597374,0.906677656235697,0.03310653544419741,0.024860387802594808,0.0009259185280825477,98848.0,HD 23472,30,TESS,05_02_2021_11_36_06,65.28327000000036,0
,,,,,,,,,,16163,HD 23472,30,TESS,05_02_2021_11_36_57,2.6825110000004315,1
,,,,,,,,,,11672,KELT-1,17,TESS,05_02_2021_11_54_04,1.7490199999999998,0
,,,,,,,,,,15577,WASP-34,9,TESS,05_02_2021_11_54_22,3.216049,0
,,,,,,,,,,15395,WASP-31,9,TESS,05_02_2021_11_54_42,2.6246620000000007,0
,,,,,,,,,,13503,HATS-25,11,TESS,05_02_2021_11_55_02,2.0047819999999987,0
,,,,,,,,,,15496,HAT-P-24,7,TESS,05_02_2021_11_55_20,2.730270000000001,0
983,1041,71431,71491,1326.6708673542075,1326.7542005120438,34.41759114447837,0.056385458494293036,0.009919155475068386,0.0833331578362504,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
1818,1823,72313,72318,1327.8958642125365,1327.902808635837,1.4517740565087005,0.07059402411126764,0.0034353694719997385,0.006944423300410563,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
2254,2277,72751,72774,1328.5041955199652,1328.5361398489863,14.663101654504668,0.0924066415999841,0.025630259995550242,0.03194432902114386,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
2421,2427,72918,72924,1328.7361391384354,1328.7444724540185,1.7053734647707433,0.060997002185153214,0.005914179488836657,0.00833331558305872,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
2827,2833,73340,73346,1329.3222488501447,1329.3305821610718,1.0512232064086104,0.08506281168962325,0.0021308213735555803,0.008333310927127968,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
2868,2881,73381,73395,1329.3791931410167,1329.3986375327138,4.829052774994677,0.10418411954644949,0.007633556195634217,0.019444391697106767,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
2905,2909,73419,73423,1329.4319707740954,1329.4375263142476,0.6731943505549861,0.06395154812144421,0.00203968527952747,0.005555540152272442,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
3362,3371,73916,73925,1330.122246406272,1330.1347463628842,1.9820706021091898,0.11707480006341602,0.0029923259510145073,0.01249995661214598,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
3571,3583,74153,74165,1330.4514118828954,1330.4680784861232,1.5667637372639467,0.10278866218366148,0.0026480689919887723,0.016666603227804444,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
3824,3829,74406,74411,1330.802799380432,1330.8097437964254,0.8747172046713301,0.10362946090430575,0.002222356947444215,0.006944415993530129,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
4246,4253,74833,74840,1331.395852302542,1331.4055744785994,0.8371926321143236,0.08833096695001141,0.0013152710400559098,0.009722176057493925,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
4284,4288,74871,74875,1331.448629828519,1331.4541853570297,0.4418157185961769,0.06527745874052326,0.0009771267656224492,0.00555552851074026,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
4539,4548,75140,75149,1331.8222390740902,1331.8347390092827,1.6244996786006025,0.09122279194431408,0.0028773187598463146,0.012499935192408884,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
4895,4899,75516,75520,1332.3444584481929,1332.3500139720475,0.6583583200434516,0.06894666282848347,0.0022115156045545703,0.005555523854582134,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
5345,5349,76002,76006,1333.0194543515747,1333.025009871704,0.5434759417007384,0.05480718984038864,0.0015952239291197046,0.0055555201292918355,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
5964,6003,76623,76662,1333.881945721371,1333.936111761744,33.21720032653361,0.13096078718297094,0.017905958162494295,0.05416604037304751,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
6132,6148,76792,76808,1334.116665208234,1334.1388871685367,5.102571831584626,0.10944055585930816,0.005802248916124686,0.022221960302658772,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
6817,6888,77508,77581,1335.1110974750675,1335.2124850706632,76.34417420449805,0.07611341962574594,0.03176942589821308,0.10138759559572463,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
6920,6923,77613,77616,1335.2569289451678,1335.2610955582131,0.5265720137213128,0.07193329505617403,0.001625088301558053,0.004166613045299528,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
6978,7002,77687,77711,1335.3597053976544,1335.3930382992244,22.106867521899837,0.11021085785629374,0.03322954709904535,0.03333290157002011,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
7221,7232,77934,77945,1335.7027564623518,1335.7180340376206,4.530985813349661,0.09403946049976204,0.00750148633500336,0.015277575268783039,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
7601,7606,78314,78319,1336.2305271321004,1336.2374714812781,0.9149841380391865,0.08853446821103728,0.0022078999643038166,0.0069443491777292365,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
8117,8131,78836,78850,1336.9555184102094,1336.9749626273426,5.0150477037402315,0.10750283957182108,0.007297470140312123,0.01944421713324118,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
8164,8191,78883,78910,1337.0207954237733,1337.0582949830923,8.53592880831152,0.11580653078065481,0.00707517796560464,0.037499559319030595,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
8487,8494,79211,79218,1337.476345544588,1337.4860676487308,1.0357263491975663,0.08971136592121991,0.001883924141207416,0.009722104142838361,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
9004,9013,79749,79758,1338.223558349639,1338.2360581841187,1.6264908138583987,0.09894731463109332,0.0030632068839562265,0.012499834479740457,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
9217,9221,79962,79966,1338.519387646145,1338.5249431231175,0.8058304775654369,0.08081365268555309,0.0023349096441542816,0.005555476972403994,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
9346,9355,80911,80920,1339.83741877229,1339.8499184836924,1.6028245686290399,0.10837050629604422,0.002494839152858974,0.01249971140236994,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
9840,9845,81405,81410,1340.523513369965,1340.5304576425392,0.9665939099289634,0.09107858381545744,0.0018292820886824934,0.006944272574173738,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
10871,10875,82452,82456,1341.9776429232872,1341.9831983337097,0.6404756048891962,0.08796926100287322,0.0018063549201472462,0.005555410422402929,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
11960,11968,83553,83561,1343.506768671056,1343.517879477576,2.157251582732224,0.12274165109004069,0.0034920267231539626,0.011110806519809557,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
12877,12885,84496,84504,1344.8164542325758,1344.8275650260578,1.2028787647743098,0.09102496581998705,0.0017594968877743256,0.011110793481975634,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
13292,13301,84911,84920,1345.3928264811532,1345.4053261170618,2.9352998256363283,0.09776998440578372,0.006328691500219863,0.01249963590862535,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
13312,13326,84931,84945,1345.4206034491647,1345.440047326261,3.5933927441622266,0.10659840554387844,0.0031378558209078644,0.019443877096364304,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
13375,13409,84994,85028,1345.5081008935347,1345.5553217330541,12.193265937646736,0.1644716643379925,0.0066797675702627846,0.04722083951946843,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
13755,13760,85374,85379,1346.0358630999556,1346.0428073374176,1.0262539628337226,0.08823891854646282,0.0023246899266118337,0.006944237461993907,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
13866,13889,85485,85508,1346.190025167343,1346.2219686561327,6.382418400849597,0.21245614917117112,0.0047002614752431615,0.03194348878969322,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
14103,14116,85722,85735,1346.5191819390695,1346.5372369487425,7.185981041078306,0.12932839059282067,0.012618171674548817,0.01805500967293483,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
14132,14136,85751,85755,1346.5594584987514,1346.5650138860203,0.8604152225069902,0.0854414853164844,0.0020312948253304874,0.005555387268941558,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
15348,15356,87654,87663,1349.2024307973763,1349.214930388733,2.6512026422596375,0.18522150220074857,0.004088483150369138,0.012499591356572637,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
15364,15371,87675,87684,1349.2315965100763,1349.244096101432,3.6821271436830445,0.1656553123222804,0.006763828148487416,0.012499591355663142,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
15472,15480,87834,87842,1349.4524226012247,1349.4635333466128,1.9992126977927491,0.13240264954152595,0.003389179708339851,0.011110745388123178,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
15712,15723,88098,88109,1349.819077155288,1349.8343544260067,2.2261617082524054,0.12196763966167587,0.0023461422865622694,0.015277270718797809,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
15853,15918,88239,88304,1350.014903976179,1350.1051787419522,25.045260023624024,0.08051902180918076,0.007461742949321115,0.09027476577307425,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
15947,15959,88333,88345,1350.1454551739632,1350.162121283665,6.66036611966246,0.09571002150212271,0.0141800350604524,0.01666610970187321,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
16046,16080,88432,88466,1350.282950570853,1350.3301712084879,14.349588880510783,0.1262594339563304,0.008432716086043346,0.04722063763483675,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
17507,17514,89922,89929,1352.352323954971,1352.3620458342127,1.4959061714758837,0.06753897986977592,0.005140177696021153,0.009721879241624265,18094.0,AU Mic,1,TESS,05_02_2021_11_55_41,7.392322,0
1821,1835,3495940,3495954,2036.705224274213,2036.7084651135856,1.1707234805954445,0.04036637156266775,0.007285990841350953,0.003240839372665505,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
5008,5034,3499128,3499154,2037.4432093107612,2037.4492280071981,2.4632543475339093,0.05598316513168313,0.011624730996151689,0.00601869643696773,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
6004,6152,3500125,3500273,2037.6740031333443,2037.7082633953025,26.098119755578956,0.1281609466049014,0.04251455489735845,0.03426026195825216,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
6200,6242,3500321,3500363,2037.7193748314749,2037.7290973379518,5.065808800871725,0.07638561025586278,0.014825480156883009,0.00972250647691908,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
12520,12575,3506641,3506696,2039.1823795014325,2039.1951113365694,5.361433303580217,0.08455878523772924,0.013450293137336367,0.012731835136946756,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
12881,12885,3507002,3507006,2039.265946633262,2039.2668725848412,0.362650677284899,0.025170562500391288,0.0058064029017284025,0.0009259515791200101,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
13240,13283,3507361,3507404,2039.3490507818533,2039.359004759926,4.481872991950228,0.07893061988830058,0.013380592974074013,0.009953978072644531,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
15277,15301,3509398,3509422,2039.8205914570053,2039.8261471627516,1.2725853098453492,0.06399440853358224,0.005591998963156319,0.005555705746246531,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
21326,21335,3516090,3516099,2041.369706264958,2041.371789651353,0.4162072045172134,0.03616427195687289,0.002917247982294091,0.0020833863950429077,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
26100,26250,3520908,3521058,2042.4850118205022,2042.519734886887,16.4792208301608,0.12692197483358425,0.025388070517868178,0.03472306638468581,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
26258,26261,3521066,3521069,2042.52158678399,2042.5222812453458,0.2409132298905855,0.018080154121297005,0.0073840724989093776,0.0006944613558061974,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
45031,45036,3539839,3539844,2046.8672863953313,2046.8684438278196,0.23651641958872244,0.02740107180497422,0.0028809744563398354,0.001157432488298582,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
46527,46580,3541335,3541388,2047.2135901977,2047.2258589839378,5.003174737677461,0.08827988582881528,0.012132731456442558,0.012268786237882523,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
47099,47143,3541907,3541951,2047.346000504164,2047.3561859133213,4.600760493846264,0.08134087372427092,0.009672498616899228,0.01018540915720223,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
47783,47798,3542591,3542606,2047.504337336088,2047.5078096354155,0.7623971402376689,0.04897875321720856,0.004336268068765969,0.0034722993275408953,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
48320,48329,3543128,3543137,2047.628645668686,2047.630729048562,0.6620793515420303,0.03752154527692682,0.006457040849314533,0.002083379876012259,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
48340,48354,3543148,3543162,2047.6332754023642,2047.6365162156608,0.6351896525558952,0.050086294598580224,0.0035797025387798165,0.0032408132965429104,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
49199,49209,3544007,3544017,2047.8321225054888,2047.8344373732607,0.5878351855497235,0.03795354435220805,0.004685156645271027,0.00231486777192913,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
53002,53019,3552238,3552255,2049.7374766358676,2049.741411860693,1.3372758382283756,0.043236707835119445,0.006712989098335287,0.0039352248254544975,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
57512,57518,3556748,3556754,2050.7814679639846,2050.7828568648088,0.23586306561693754,0.025165029241248763,0.0031365422489797457,0.0013889008241676493,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
57851,57878,3557087,3557114,2050.859940874345,2050.8661909292227,1.4984653507577657,0.06220034541050555,0.004564612187083483,0.006250054877909861,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
60371,60497,3559607,3559733,2051.4432791105673,2051.4724460125285,11.4056413840658,0.14458851915285031,0.008159718310160269,0.029166901961161784,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
68945,69128,3568181,3568364,2053.428015171127,2053.470376529182,42.78963614336166,0.14783779156073568,0.04049651829663459,0.04236135805513186,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
72618,72721,3571854,3571957,2054.2782512306144,2054.3020939398702,8.390992100697856,0.15404702149246682,0.006961707220761726,0.023842709255859518,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
72726,72754,3571962,3571990,2054.303251353267,2054.309732866237,1.8390497922898494,0.06585445364064893,0.0163060744066561,0.006481512969912728,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
79595,79616,3578874,3578895,2055.903257769739,2055.908118896318,1.2240049064775829,0.06215581952391397,0.00456162541762728,0.004861126578816766,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
81180,81193,3580459,3580472,2056.270157007487,2056.2731662751467,1.3408120856484533,0.03674614072523085,0.012133739682731903,0.0030092676597632817,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
83593,83692,3582872,3582971,2056.8287232235975,2056.851639941229,11.328125733081277,0.14913295782503916,0.016317070762801755,0.02291671763168779,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
83944,84665,3583223,3583944,2056.9099734024276,2057.0768718987697,97.2586370324191,0.17461432995900605,0.029927053579247298,0.16689849634212806,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
85234,85237,3584513,3584516,2057.2085851184834,2057.2092795644726,0.1528024624073282,0.022111067987296073,0.003432370760854564,0.0006944459892110899,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
87782,87871,3587061,3587150,2057.798400900247,2057.819002780841,12.499861876701338,0.11013141370536338,0.028416177806520837,0.020601880593858368,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
89682,89723,3588961,3589002,2058.2382162594836,2058.24770701031,2.824587666489775,0.09723867600311938,0.006933267560390366,0.009490750826444128,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
91719,91727,3590998,3591006,2058.7097444823985,2058.711596335731,0.3474876731665456,0.032566253181883185,0.0025827094353081392,0.0018518533324822783,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
92263,92324,3591542,3591603,2058.8356705075416,2058.8497908886698,6.697231099958002,0.09112465897919399,0.013512975035073094,0.014120381128122972,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
95337,95396,3594617,3594676,2059.5474765396775,2059.5611339557267,7.749456589280859,0.08704705657113965,0.014133797867872389,0.013657416049227322,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
99055,99064,3598335,3598344,2060.4081254221555,2060.410208758259,0.40164584254498115,0.03790397272269958,0.0026670209331274286,0.0020833361036238784,100093.0,AU Mic,27,TESS,05_02_2021_11_56_16,72.17021,0
302,307,582656,582661,2036.7048770414399,2036.7118216969052,1.4645515058253613,0.06798481678640084,0.004370720775966452,0.006944655465304095,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
519,524,582873,582878,2037.0062750188076,2037.0132196714785,0.8253415295102601,0.10337107294005769,0.0017886412686152209,0.006944652670881624,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
833,839,583188,583194,2037.4437880314294,2037.4521216110024,2.7588755269832443,0.08671135970141212,0.0072314421723451705,0.008333579572990857,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
998,1057,583354,583413,2037.6743503656517,2037.7562972065512,38.587364019028946,0.08902078413165303,0.03400371802604951,0.08194684089949078,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
2084,2100,584440,584456,2039.1827267332749,2039.2049495725582,6.885580604540255,0.10014327257981431,0.011920259251022802,0.022222839283358553,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
2144,2148,584500,584504,2039.26606237721,2039.2716180862162,0.8897566276643223,0.07961026583859251,0.0036508738340974567,0.005555709006330289,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
2204,2216,584560,584572,2039.3493980136955,2039.3660651402465,5.267245071756703,0.11483458333001484,0.008541293830481411,0.016667126551055844,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
2543,2559,584899,584915,2039.8202442251645,2039.8424670495451,3.3433209210047776,0.12703691171911113,0.0038203482797705135,0.022222824380605743,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
3241,3244,585597,585600,2040.7897144569201,2040.7938812325046,0.4449826739615965,0.06174927254337014,0.0015571834535172968,0.0041667755845082866,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
4347,4383,586818,586854,2042.4855905383765,2042.5355917536538,19.423553128214934,0.16983353890611685,0.015882915778465456,0.05000121527723422,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
5850,5857,588321,588328,2044.5731392458033,2044.5828616856902,1.229752913130822,0.11402010885897113,0.0017987602911799794,0.009722439886900247,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
7328,7350,589799,589821,2046.6259617580718,2046.6565179701752,3.5861644179949224,0.19450554399917386,0.0019386175499294112,0.030556212103419966,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
7502,7510,589973,589981,2046.8676336253097,2046.878744975802,1.1154474654609987,0.10554786138374572,0.0022097986643412337,0.011111350492228667,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
7751,7772,590222,590243,2047.2134744542168,2047.2426417580448,7.9097537555136075,0.126895970143362,0.009800331616204527,0.0291673038279896,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
7791,7794,590262,590265,2047.269031223902,2047.27319798179,0.3998460695379772,0.058297593341087924,0.0012420036448741456,0.004166757888015127,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
7847,7856,590318,590327,2047.346810707139,2047.359310982204,4.7986442116202594,0.14477075713765264,0.00878420373635258,0.012500275065121969,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
8828,8834,592039,592045,2049.7371294100776,2049.7454628276023,1.428420638001029,0.09446658129351561,0.0052017975856377685,0.008333417524681863,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
9636,9645,592847,592856,2050.859362165784,2050.871862274607,2.339054636442279,0.11766148820884856,0.003633985425581354,0.012500108822678158,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
9857,9874,593068,593085,2051.1663092374424,2051.189920546349,3.021974242595416,0.14591345727606136,0.0022921120256496064,0.02361130890676577,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
10056,10078,593267,593289,2051.4427004020063,2051.473256203862,11.64431572340595,0.14442010166248162,0.007058673772380342,0.030555801855825848,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
10110,10131,593321,593342,2051.5177010051234,2051.5468679042906,3.3694196545731137,0.17372144374094098,0.0021401272202665744,0.02916689916719406,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
10340,10348,593551,593559,2051.8371479476523,2051.8482591435436,1.3134795067157397,0.09556765246182013,0.002378134350297101,0.011111195891317038,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
11486,11563,594697,594774,2053.4288253610634,2053.53577042565,54.73508436124764,0.1600584342176184,0.03782026359329316,0.10694506458639808,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
12097,12135,595308,595346,2054.277441041609,2054.3302190769236,16.372815240369437,0.12684684345106145,0.006123517367480069,0.052778035314531735,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
13260,13276,596479,596495,2055.9038364755056,2055.9260587676376,4.26214317213486,0.15746024397438432,0.0043777617851665784,0.022222292132028088,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
13545,13553,596764,596772,2056.2996709783106,2056.3107821197204,1.104633698445789,0.11739743751257325,0.0012936982220317361,0.011111141409855918,16674.0,AU Mic,27,TESS,05_02_2021_11_57_20,8.050433999999996,1
