"istart","istop","cstart","cstop","tstart","tstop","ed_rec","ed_rec_err","ampl_rec","dur","phase","total_n_valid_data_points","ID","TIC","qcs","mission","tstamp","lc_n","w","mask_pos_outliers_sigma","real","note"
,,,,,,,,,,-1,45006,Kepler-805,275573748,10,Kepler,2022_08_01,2,123.0,2.5,-1
5587,5591,1258379,1258385,973.8923913839826,973.8964780485912,2.530758940384901,0.059192768830551995,0.009956213123146096,0.004086664608621504,0.2769634652495622,44062,Kepler-805,275573748,10,Kepler,2022_08_01,2,123.0,2.5
,,,,,,,,,,-1,45181,Kepler-805,275573748,11,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,43543,Kepler-805,275573748,11,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,46311,Kepler-805,275573748,11,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-805,275573748,12,Kepler,2022_08_01,4,123.0,2.5,-1
,,,,,,,,,,-1,39984,Kepler-805,275573748,12,Kepler,2022_08_01,4,123.0,2.5,-1
29545,29548,1560555,1560558,1179.7060342313707,1179.7080776807343,0.30853121606454764,0.040685046709212296,0.002221686410881496,0.002043449363554828,0.9453912679426725,32946,Kepler-805,275573748,12,Kepler,2022_08_01,4,123.0,2.5
,,,,,,,,,,-1,46805,Kepler-805,275573748,13,Kepler,2022_08_01,5,123.0,2.5,-1
23020,23025,1636767,1636772,1231.617357715404,1231.6207634538805,1.2824873547495883,0.04435340745805085,0.01131982440306456,0.0034057384764309973,0.6273347387756936,42289,Kepler-805,275573748,13,Kepler,2022_08_01,5,123.0,2.5
,,,,,,,,,,-1,39121,Kepler-805,275573748,13,Kepler,2022_08_01,5,123.0,2.5,-1
58110,58113,4391278,4391281,2243.959668513479,2243.9603629520248,1.8052686535451632,0.06919118400262667,0.045830236017024406,0.0006944385459064506,0.9768497089424572,101725,K2-373,27626711,34,TESS,2022_08_01,1,361.0,2.5
8112,8116,926732,926736,2514.582885736003,2514.5884418600526,1.8864640209217405,0.20351204596385122,0.004824522703137379,0.00555612404968997,0.5328397515101531,15188,K2-373,27626711,44,TESS,2022_08_01,2,59.0,2.5
,,,,,,,,,,-1,15507,K2-373,27626711,45,TESS,2022_08_01,3,59.0,2.5,-1
,,,,,,,,,,-1,16278,K2-373,27626711,46,TESS,2022_08_01,4,59.0,2.5,-1
8,183,916554,916729,2500.445414646386,2500.6884943838904,276.71233258137977,1.8205420087666278,0.02673091292093277,0.24307973750455858,0.5390414417626961,15240,K2-108,27635334,44,TESS,2022_08_01,1,59.0,2.5
35,146,935155,935266,2526.2826856763995,2526.436867678215,190.97875794002613,1.6717953305214417,0.025396835574044152,0.1541820018155704,0.9968522756926682,15513,K2-108,27635334,45,TESS,2022_08_01,2,59.0,2.5
151,164,935271,935284,2526.4438128141046,2526.4618701676955,14.801212080080257,1.0879062690157766,0.016156764751722452,0.018057353590847924,0.030888433643922505,15513,K2-108,27635334,45,TESS,2022_08_01,2,59.0,2.5
170,173,935290,935293,2526.4702043309717,2526.474371412669,4.3471726749525885,0.5635288081114186,0.013215167127303307,0.004167081697232788,0.036463322203696004,15513,K2-108,27635334,45,TESS,2022_08_01,2,59.0,2.5
180,185,935300,935305,2526.4840946033337,2526.491039739455,7.7122364336557965,0.8040603166412337,0.014601607728067068,0.006945136121430551,0.03939747414627244,15513,K2-108,27635334,45,TESS,2022_08_01,2,59.0,2.5
,,,,,,,,,,-1,16645,K2-108,27635334,46,TESS,2022_08_01,3,59.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-954,27645404,40,TESS,2022_08_01,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-954,27645404,41,TESS,2022_08_01,2,61.0,2.5,-1
,,,,,,,,,,-1,43978,Kepler-232,27686898,10,Kepler,2022_08_01,1,123.0,2.5,-1
,,,,,,,,,,-1,45007,Kepler-232,27686898,10,Kepler,2022_08_01,1,123.0,2.5,-1
5587,5593,1258379,1258385,973.8919590898877,973.8960457861613,21.696353839153623,0.3629811136889213,0.1018987801575919,0.004086696273589041,0.18623916609568503,44068,Kepler-232,27686898,10,Kepler,2022_08_01,1,123.0,2.5
11817,11820,1264664,1264667,978.1727902213679,978.1748336146193,4.8911415002406065,0.24867795617373345,0.039106642249997936,0.0020433932513697073,0.15230025070851344,44068,Kepler-232,27686898,10,Kepler,2022_08_01,1,123.0,2.5
42139,42145,1295191,1295197,998.9651580199497,998.969244660344,39.86514646258951,0.331224575279853,0.1874651958827156,0.004086640394234564,0.844542661172678,44068,Kepler-232,27686898,10,Kepler,2022_08_01,1,123.0,2.5
,,,,,,,,,,-1,7622,Kepler-181,27767452,16,Kepler,2022_08_01,1,123.0,2.5,-1
,,,,,,,,,,-1,52751,Kepler-181,27767452,16,Kepler,2022_08_01,1,123.0,2.5,-1
,,,,,,,,,,-1,46463,Kepler-181,27767452,16,Kepler,2022_08_01,1,123.0,2.5,-1
,,,,,,,,,,-1,32601,Kepler-181,27767452,17,Kepler,2022_08_01,2,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-181,27767452,17,Kepler,2022_08_01,2,123.0,2.5,-1
12860,12867,1455583,1455590,1108.207925961382,1108.2126936325076,1.4564769975683076,0.04741160278776959,0.005744121630608889,0.0047676711255917326,0.9963136475220118,34037,Kepler-396,27769688,12,Kepler,2022_08_01,1,123.0,2.5
,,,,,,,,,,-1,39981,Kepler-396,27769688,12,Kepler,2022_08_01,1,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-396,27769688,12,Kepler,2022_08_01,1,123.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-396,27769688,17,Kepler,2022_08_01,2,123.0,2.5,-1
6130,6147,2164399,2164416,1590.997251527544,1591.0088309100101,2.398043004987697,0.11258213666743765,0.004078482992730947,0.01157938246615231,0.22553925030756344,6151,Kepler-396,27769688,17,Kepler,2022_08_01,2,123.0,2.5
,,,,,,,,,,-1,7621,Kepler-396,27769688,16,Kepler,2022_08_01,3,123.0,2.5,-1
4201,4208,2018366,2018373,1491.530382947254,1491.5351506460938,0.860953612142433,0.04009809253020959,0.004960661811289402,0.004767698839714285,0.912033445304775,52750,Kepler-396,27769688,16,Kepler,2022_08_01,3,123.0,2.5
44854,44858,2059535,2059539,1519.5710658672615,1519.5737903574845,0.33893704383607615,0.03295502811002598,0.0024511238881612663,0.0027244902230449952,0.5642333550597963,52750,Kepler-396,27769688,16,Kepler,2022_08_01,3,123.0,2.5
2109,2114,2071280,2071285,1527.570814919476,1527.5742204252965,0.2531540644115358,0.03304812654466215,0.0010326679173715547,0.003405505820410326,0.7502999934794504,46462,Kepler-396,27769688,16,Kepler,2022_08_01,3,123.0,2.5
8981,8989,2078181,2078189,1532.2712403699988,1532.2766892958462,1.0569377774610378,0.04273662132411485,0.004358112353005872,0.005448925847304054,0.8596274682555295,46462,Kepler-396,27769688,16,Kepler,2022_08_01,3,123.0,2.5
,,,,,,,,,,-1,44875,Kepler-396,27769688,15,Kepler,2022_08_01,4,123.0,2.5,-1
,,,,,,,,,,-1,35655,Kepler-396,27769688,15,Kepler,2022_08_01,4,123.0,2.5,-1
,,,,,,,,,,-1,51068,Kepler-396,27769688,15,Kepler,2022_08_01,4,123.0,2.5,-1
,,,,,,,,,,-1,34811,Kepler-396,27769688,14,Kepler,2022_08_01,5,125.0,2.5,-1
24818,24821,1771089,1771093,1323.1090502619409,1323.1117747924436,0.43988341479734283,0.03986520119343934,0.0027216014424231716,0.0027245305027463473,0.9947116635372436,44149,Kepler-396,27769688,14,Kepler,2022_08_01,5,123.0,2.5
486,497,1792217,1792230,1337.499857570394,1337.508712195071,1.9927621872987584,0.061789712763713645,0.0037815086772328144,0.008854624677042011,0.3294283055908575,49956,Kepler-396,27769688,14,Kepler,2022_08_01,5,123.0,2.5
36065,36078,1601581,1601594,1207.6503479091261,1207.6592027725128,1.0131904100767466,0.05848143124733603,0.00204509332765368,0.008854863386659417,0.3092508468462001,46805,Kepler-396,27769688,13,Kepler,2022_08_01,6,123.0,2.5
41870,41876,1655878,1655884,1244.6343915271646,1244.6384783754838,0.38290832479755493,0.04719380799329276,0.0013686765316121008,0.004086848319275305,0.16946491434488392,42289,Kepler-396,27769688,13,Kepler,2022_08_01,6,123.0,2.5
18084,18092,1675768,1675776,1258.1823594247107,1258.1878087177247,0.5418768468863422,0.047366342691201054,0.0016732372116745609,0.005449293013953138,0.48457790447248744,39121,Kepler-396,27769688,13,Kepler,2022_08_01,6,123.0,2.5
,,,,,,,,,,-1,117720,Kepler-396,27769688,40,TESS,2022_08_01,7,359.0,2.5,-1
71184,71187,5227804,5227807,2437.5963859222084,2437.597080366079,2.2087100051140625,0.15086583483992885,0.049594401043073555,0.0006944438705431821,0.3811545081186382,109962,Kepler-396,27769688,41,TESS,2022_08_01,8,361.0,2.5
18371,18375,347527,347531,1710.133871045329,1710.139426623197,3.760396869442531,0.4035643530974001,0.009587753957408518,0.00555557786810823,0.46106066067761453,18424,Kepler-396,27769688,14,TESS,2022_08_01,9,59.0,2.5
18379,18382,347535,347538,1710.1449822010643,1710.1491488845816,2.877613571704292,0.42134763597542846,0.009656405602979534,0.004166683517269121,0.4613190957089051,18424,Kepler-396,27769688,14,TESS,2022_08_01,9,59.0,2.5
,,,,,,,,,,-1,16347,Kepler-396,27769688,15,TESS,2022_08_01,10,61.0,2.5,-1
,,,,,,,,,,-1,43977,Kepler-228,27772524,10,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,45006,Kepler-228,27772524,10,Kepler,2022_08_01,3,123.0,2.5,-1
5587,5590,1258379,1258385,973.8922116769099,973.8962983650345,15.429915701327333,0.49980502859050835,0.05714732749798457,0.004086688124516513,0.4971263623142986,44060,Kepler-228,27772524,10,Kepler,2022_08_01,3,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-228,27772524,13,Kepler,2022_08_01,4,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-228,27772524,13,Kepler,2022_08_01,4,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-228,27772524,13,Kepler,2022_08_01,4,123.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-15,27774415,40,TESS,2022_08_01,6,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-15,27774415,41,TESS,2022_08_01,7,61.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-394,27777414,12,Kepler,2022_08_01,1,123.0,2.5,-1
,,,,,,,,,,-1,39983,Kepler-394,27777414,12,Kepler,2022_08_01,1,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-394,27777414,12,Kepler,2022_08_01,1,123.0,2.5,-1
,,,,,,,,,,-1,7622,Kepler-394,27777414,16,Kepler,2022_08_01,2,123.0,2.5,-1
,,,,,,,,,,-1,52751,Kepler-394,27777414,16,Kepler,2022_08_01,2,123.0,2.5,-1
,,,,,,,,,,-1,46463,Kepler-394,27777414,16,Kepler,2022_08_01,2,123.0,2.5,-1
,,,,,,,,,,-1,44875,Kepler-394,27777414,15,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,35656,Kepler-394,27777414,15,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,51069,Kepler-394,27777414,15,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,32601,Kepler-394,27777414,17,Kepler,2022_08_01,4,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-394,27777414,17,Kepler,2022_08_01,4,123.0,2.5,-1
15244,15247,1714706,1714709,1284.704495794118,1284.706539051389,4.561122393196731,0.19501642338251537,0.02686839286104603,0.002043257270997856,0.37478018628832194,34813,Kepler-394,27777414,14,Kepler,2022_08_01,5,125.0,2.5
,,,,,,,,,,-1,44151,Kepler-394,27777414,14,Kepler,2022_08_01,5,123.0,2.5,-1
488,498,1792219,1792229,1337.5010680794803,1337.5078793069551,11.303939912611993,0.24702706888546308,0.0483200808728812,0.006811227474827319,0.779931644391263,49958,Kepler-394,27777414,14,Kepler,2022_08_01,5,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-394,27777414,13,Kepler,2022_08_01,6,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-394,27777414,13,Kepler,2022_08_01,6,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-394,27777414,13,Kepler,2022_08_01,6,123.0,2.5,-1
,,,,,,,,,,-1,12975,K2-321,277833995,08,TESS,2022_08_01,1,61.0,2.5,-1
,,,,,,,,,,-1,15701,K2-321,277833995,45,TESS,2022_08_01,2,59.0,2.5,-1
,,,,,,,,,,-1,16441,K2-321,277833995,46,TESS,2022_08_01,3,59.0,2.5,-1
,,,,,,,,,,-1,15666,K2-322,277869696,45,TESS,2022_08_01,1,59.0,2.5,-1
,,,,,,,,,,-1,16441,K2-322,277869696,46,TESS,2022_08_01,2,59.0,2.5,-1
,,,,,,,,,,-1,13813,HAT-P-34,278348461,14,TESS,2022_08_01,1,61.0,2.5,-1
,,,,,,,,,,-1,18322,HAT-P-34,278348461,41,TESS,2022_08_01,2,61.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-51,27846348,12,Kepler,2022_08_01,1,123.0,2.5,-1
,,,,,,,,,,-1,39983,Kepler-51,27846348,12,Kepler,2022_08_01,1,123.0,2.5,-1
29545,29548,1560555,1560558,1179.7061113385935,1179.7081547699127,2.0657896874451502,0.13045494818493214,0.016229678257034807,0.0020434313191799447,0.6020377228769143,32946,Kepler-51,27846348,12,Kepler,2022_08_01,1,123.0,2.5
,,,,,,,,,,-1,32600,Kepler-51,27846348,17,Kepler,2022_08_01,2,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-51,27846348,17,Kepler,2022_08_01,2,123.0,2.5,-1
,,,,,,,,,,-1,7621,Kepler-51,27846348,16,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,52751,Kepler-51,27846348,16,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,46462,Kepler-51,27846348,16,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,44875,Kepler-51,27846348,15,Kepler,2022_08_01,4,123.0,2.5,-1
,,,,,,,,,,-1,35655,Kepler-51,27846348,15,Kepler,2022_08_01,4,123.0,2.5,-1
,,,,,,,,,,-1,51069,Kepler-51,27846348,15,Kepler,2022_08_01,4,123.0,2.5,-1
15244,15248,1714706,1714710,1284.7045564492946,1284.7072809275196,3.9038769469860943,0.15500515236418297,0.023034873843774895,0.0027244782249908894,0.9273786696524188,34813,Kepler-51,27846348,14,Kepler,2022_08_01,5,125.0,2.5
,,,,,,,,,,-1,44150,Kepler-51,27846348,14,Kepler,2022_08_01,5,123.0,2.5,-1
485,497,1792216,1792228,1337.4990960574432,1337.5072694881746,10.013905764960807,0.266779815309103,0.03271548646497702,0.008173430731403641,0.09658936213035255,49958,Kepler-51,27846348,14,Kepler,2022_08_01,5,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-51,27846348,13,Kepler,2022_08_01,6,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-51,27846348,13,Kepler,2022_08_01,6,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-51,27846348,13,Kepler,2022_08_01,6,123.0,2.5,-1
,,,,,,,,,,-1,18424,Kepler-51,27846348,14,TESS,2022_08_01,7,59.0,2.5,-1
,,,,,,,,,,-1,15218,Kepler-51,27846348,15,TESS,2022_08_01,8,61.0,2.5,-1
,,,,,,,,,,-1,34813,Kepler-534,27847148,14,Kepler,2022_08_01,2,125.0,2.5,-1
,,,,,,,,,,-1,44150,Kepler-534,27847148,14,Kepler,2022_08_01,2,123.0,2.5,-1
488,497,1792219,1792228,1337.5011746428063,1337.5073046639955,2.312299165551353,0.10301510556620455,0.007406703473222809,0.006130021189164836,0.8583952029684065,49958,Kepler-534,27847148,14,Kepler,2022_08_01,2,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-534,27847148,13,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-534,27847148,13,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-534,27847148,13,Kepler,2022_08_01,3,123.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-534,27847148,12,Kepler,2022_08_01,4,123.0,2.5,-1
24500,24503,1507270,1507274,1143.412428322452,1143.4151529041774,5.323792815677743,0.07009689267360447,0.03607438438096522,0.002724581725487951,0.5544371331396494,39983,Kepler-534,27847148,12,Kepler,2022_08_01,4,123.0,2.5
,,,,,,,,,,-1,32946,Kepler-534,27847148,12,Kepler,2022_08_01,4,123.0,2.5,-1
,,,,,,,,,,-1,45183,Kepler-534,27847148,11,Kepler,2022_08_01,5,123.0,2.5,-1
,,,,,,,,,,-1,43543,Kepler-534,27847148,11,Kepler,2022_08_01,5,123.0,2.5,-1
,,,,,,,,,,-1,46311,Kepler-534,27847148,11,Kepler,2022_08_01,5,123.0,2.5,-1
,,,,,,,,,,-1,43978,Kepler-534,27847148,10,Kepler,2022_08_01,6,123.0,2.5,-1
,,,,,,,,,,-1,45007,Kepler-534,27847148,10,Kepler,2022_08_01,6,123.0,2.5,-1
5587,5591,1258379,1258385,973.8921117827849,973.8961984760317,2.8486199830001833,0.1143398007262856,0.008999906235708455,0.004086693246790674,0.5801257277602958,44063,Kepler-534,27847148,10,Kepler,2022_08_01,6,123.0,2.5
11815,11818,1264664,1264667,978.1729392020134,978.1749825936349,0.7448892566301574,0.06777957547711443,0.00509905026231583,0.0020433916215552017,0.1602866442191056,44063,Kepler-534,27847148,10,Kepler,2022_08_01,6,123.0,2.5
42137,42140,1295191,1295197,998.9652788497406,998.9693654833827,2.0645683050734296,0.14602650715727855,0.0071069872202502715,0.004086633642145898,0.9781771228598959,44063,Kepler-534,27847148,10,Kepler,2022_08_01,6,123.0,2.5
2531,2762,1445182,1445413,1101.123849461459,1101.2811834975655,4760.908906843166,0.749487595932672,0.3713218993038234,0.15733403610647656,0.967934076367466,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
6185,6412,1448850,1449077,1103.6221239274819,1103.776733707542,4684.891194505937,0.8743989048876929,0.371076695046187,0.15460978006012738,0.9689337022971181,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
9806,10034,1452515,1452743,1106.1183577295524,1106.2736487608345,4694.904931056548,0.8380983866338834,0.37091018732401326,0.1552910312821041,0.9691156823352802,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
13457,13682,1456180,1456405,1108.614594247134,1108.7678422131066,4647.502110141712,1.2900022477123516,0.37108596273710703,0.15324796597269597,0.9692987504146505,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
17047,17274,1459844,1460071,1111.1101527327191,1111.2647629489875,4687.790657706122,1.561201445755283,0.37063198077484705,0.15461021626833826,0.9692101470728245,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
20669,20893,1463510,1463734,1113.6070764619872,1113.7596436230742,4620.803757979887,1.8041913545008965,0.369759173576901,0.15256716108706314,0.9696685646585963,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
28431,28444,1474483,1474496,1121.0808394604683,1121.0896939788581,3.401841000215696,0.2850139538902724,0.008051501275459172,0.008854518389853183,0.964229037302053,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
28685,28695,1474737,1474747,1121.253840520978,1121.2606516819724,2.563982237035383,0.27731050485333547,0.0058762590919823054,0.006811160994402599,0.0335464798852667,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
28701,28704,1474753,1474756,1121.264738198508,1121.2667814568267,0.9706637849786999,0.15394577527743636,0.006142565137134293,0.0020432583187357523,0.03791292211545475,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
33161,33165,1480684,1480688,1125.3043842548432,1125.3071087055941,0.7609756374011529,0.10898271109181971,0.003735766439274535,0.0027244507509749383,0.6565037720299943,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
33188,33203,1480711,1480726,1125.3227742225936,1125.332990838193,2.8211895130111877,0.19053514182714917,0.005233080708626048,0.010216615599347278,0.663872198153455,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
33211,33238,1480734,1480761,1125.3384396398178,1125.3568296079175,4.607141427842411,0.2276307223189721,0.0044672695631846615,0.018389968099654652,0.6701489611731911,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
33249,33253,1480772,1480776,1125.3643217727586,1125.3670462236332,0.8066129388766445,0.10147758029615847,0.004248564315730841,0.0027244508746662177,0.6805193210933314,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
33268,33287,1480791,1480810,1125.3772628394654,1125.390203906165,3.2876811639621364,0.20093402333964103,0.004609364391772175,0.012941066699568182,0.685704501148149,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
33306,33309,1480829,1480832,1125.4031449731046,1125.40518823632,0.6291280849448103,0.08583356177917112,0.0038854950860538473,0.0020432632154552266,0.6960748613481585,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
33322,33334,1480845,1480857,1125.414042676828,1125.422215929677,2.054870104114829,0.15781304890960002,0.0045168750543784775,0.00817325284879189,0.7004413140734428,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
33344,33401,1480867,1480924,1125.4290270070924,1125.4678502088354,9.02895799369632,0.28973824217511557,0.0049506704700637005,0.03882320174307097,0.7064451816201573,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
33410,33418,1480933,1480941,1125.4739801985925,1125.479429000683,1.456902053810436,0.12056954789716981,0.004180260282502735,0.005448802090540994,0.724456864678976,34037,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
24500,24503,1507270,1507274,1143.4124193899042,1143.415143971397,8.582883127887278,0.11092434568269897,0.06394165805726781,0.0027245814926573075,0.9119661493776677,39983,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
32127,32132,1563151,1563156,1181.474301615097,1181.4777072726065,0.8715605187218348,0.11283724880783108,0.0033718670355842306,0.0034056575095746666,0.16246419823691602,32946,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
32136,32139,1563160,1563163,1181.480431818709,1181.4824751531633,0.5487087955518116,0.08803844354396326,0.003436427204922765,0.002043334454356227,0.16492042616779964,32946,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
32166,32170,1563190,1563194,1181.5008657641083,1181.5035903102107,2.304599416523378,0.06882085519700201,0.02716011876950919,0.002724546102399472,0.1731078259028043,32946,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
32261,32264,1563285,1563288,1181.565573259577,1181.567616594155,0.5395912528491484,0.08869068452704028,0.003272361008323621,0.0020433345780475065,0.19903459241298616,32946,Kepler-840,27847307,12,Kepler,2022_08_01,1,123.0,2.5
11937,11954,1577074,1577091,1190.95768958611,1190.969268938854,4.596725868224955,0.2947385462325661,0.006402618691478068,0.011579352743865456,0.9622339755913542,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
12186,12205,1577336,1577355,1191.1361469885305,1191.1490885721141,6.034862864678484,0.3282037107088856,0.007325721141518082,0.012941583583597094,0.03373764562311081,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
15561,15581,1580741,1580761,1193.455413298936,1193.4690361125613,6.5992454350584815,0.3423492544501671,0.007787559867461491,0.013622813625261188,0.9630129277113226,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
15815,15834,1580995,1581014,1193.6284218885485,1193.6413633875054,7.18261961869406,0.32017859157141987,0.007965758258873912,0.012941498956934083,0.032333387028334125,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
19185,19205,1584408,1584428,1195.9531400407723,1195.966762670112,5.677871672871904,0.3384267881683452,0.007444216745651211,0.013622629339806736,0.9637930934842251,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
19436,19451,1584659,1584674,1196.1241052794503,1196.134322427184,4.557087591833171,0.2926961387649605,0.007566616361039502,0.01021714773378335,0.03229483029944773,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
22736,22762,1588062,1588088,1198.4420147706915,1198.4597244182514,7.668240414572279,0.38491219844376784,0.007392812149768169,0.01770964755996829,0.9610264669658105,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
22998,23023,1588324,1588349,1198.620472686678,1198.6375012182834,7.748225286762374,0.3135755484126249,0.007768556742399291,0.017028531605319586,0.03253034277142158,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
33807,33810,1599322,1599325,1206.111633840017,1206.1136772979298,0.6945742660406228,0.11892857390618358,0.00413979342615578,0.0020434579128050245,0.03406184551640667,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
33815,33818,1599330,1599333,1206.1170829944385,1206.1191264523586,0.8114452437832852,0.11943604123422412,0.006078306829325086,0.002043457920080982,0.03624519310761446,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
41120,41141,1606648,1606669,1211.1016660492169,1211.1159700793141,5.714458814389922,0.33620090292784166,0.007242907747117444,0.01430403009726433,0.03345000030863679,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
44770,44790,1610311,1610331,1213.5966853565187,1213.6103081768379,5.382445724756458,0.34233369449320894,0.007005453979633369,0.013622820319142193,0.0331453609518355,46806,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
656,691,1614037,1614072,1216.1346184041831,1216.1584583573858,5.579226762471043,0.19057317522394124,0.004805393291326343,0.02383995320269605,0.05003524470864332,42289,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
697,849,1614078,1614230,1216.1625451865184,1216.2660787594505,27.80004293731917,0.380135493708253,0.006012982353793328,0.103533572932065,0.06122484739290241,42289,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
856,863,1614237,1614244,1216.2708468102646,1216.2756147610853,1.4035223101981351,0.11764198519307313,0.004317956907392784,0.004767950820678379,0.10461875239891767,42289,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
868,881,1614249,1614262,1216.2790203687982,1216.2878753488912,2.541881669891642,0.1563675921669982,0.004779868402286613,0.008854980093019549,0.10789370442917712,42289,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
889,931,1614270,1614312,1216.2933244212763,1216.3219324263773,6.856091025915246,0.26379012288408665,0.004926250357456086,0.028608005100977607,0.11362500071971655,42289,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
949,953,1614330,1614334,1216.3341930143579,1216.3369175005646,0.9662349077667023,0.13649728152442442,0.004915108427086423,0.002724486206716392,0.13000008157783371,42289,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5
,,,,,,,,,,-1,39121,Kepler-840,27847307,13,Kepler,2022_08_01,2,123.0,2.5,-1
24960,24978,1734631,1734649,1298.2762789570188,1298.28853945039,4.365601464457028,0.2596924387277313,0.006158353577786491,0.01226049337128643,0.9622603044018845,34813,Kepler-840,27847307,14,Kepler,2022_08_01,3,125.0,2.5
25219,25233,1734890,1734904,1298.4526932719527,1298.4622292994318,3.7979225166391637,0.2720206172843267,0.006252050162502298,0.009536027479043696,0.032945357489198406,34813,Kepler-840,27847307,14,Kepler,2022_08_01,3,125.0,2.5
