"istart","istop","cstart","cstop","tstart","tstop","ed_rec","ed_rec_err","ampl_rec","dur","phase","total_n_valid_data_points","ID","TIC","qcs","mission","tstamp","lc_n","w","mask_pos_outliers_sigma","real","note"
,,,,,,,,,,-1,35655,Kepler-167,137686948,15,Kepler,2022_07_29,4,123.0,2.5,-1
13515,13518,1950730,1950733,1445.4628088314566,1445.4648521331983,1.455729824370511,0.11064855893085178,0.01133693318645701,0.0020433017416507937,0.6768747462656776,51069,Kepler-167,137686948,15,Kepler,2022_07_29,4,123.0,2.5
,,,,,,,,,,-1,34812,Kepler-167,137686948,14,Kepler,2022_07_29,5,125.0,2.5,-1
24823,24827,1771096,1771100,1323.1147861761783,1323.1175107854942,3.1326343234862497,0.15843586089371173,0.018788813535731475,0.002724609315919224,0.8271737250293657,44149,Kepler-167,137686948,14,Kepler,2022_07_29,5,123.0,2.5
489,497,1792220,1792228,1337.5027338926811,1337.508182747748,4.4177937339577635,0.17854304316935268,0.018130048363056428,0.005448855066788383,0.10225764970198355,49958,Kepler-167,137686948,14,Kepler,2022_07_29,5,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-167,137686948,13,Kepler,2022_07_29,6,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-167,137686948,13,Kepler,2022_07_29,6,123.0,2.5,-1
,,,,,,,,,,-1,39122,Kepler-167,137686948,13,Kepler,2022_07_29,6,123.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-167,137686948,12,Kepler,2022_07_29,7,123.0,2.5,-1
,,,,,,,,,,-1,39984,Kepler-167,137686948,12,Kepler,2022_07_29,7,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-167,137686948,12,Kepler,2022_07_29,7,123.0,2.5,-1
12850,12856,1311365,1311371,1009.9816554300705,1009.9857419649925,2.1597134069390687,0.11665197585539427,0.01661425369884717,0.004086534921952989,0.5496501340375559,45188,Kepler-167,137686948,11,Kepler,2022_07_29,8,123.0,2.5
,,,,,,,,,,-1,43543,Kepler-167,137686948,11,Kepler,2022_07_29,8,123.0,2.5,-1
,,,,,,,,,,-1,46311,Kepler-167,137686948,11,Kepler,2022_07_29,8,123.0,2.5,-1
,,,,,,,,,,-1,43978,Kepler-167,137686948,10,Kepler,2022_07_29,9,123.0,2.5,-1
,,,,,,,,,,-1,45005,Kepler-167,137686948,10,Kepler,2022_07_29,9,123.0,2.5,-1
5587,5595,1258379,1258388,973.8928781595168,973.8990081661541,8.527227079420356,0.21574655476741575,0.02297976197825302,0.006130006637249608,0.3348736677376433,44063,Kepler-167,137686948,10,Kepler,2022_07_29,9,123.0,2.5
,,,,,,,,,,-1,19611,Kepler-167,137686948,40,TESS,2022_07_29,10,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-167,137686948,41,TESS,2022_07_29,11,61.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-1741,137689252,40,TESS,2022_07_29,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-1741,137689252,41,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-1521,137817355,40,TESS,2022_07_29,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-1521,137817355,41,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,18611,HAT-P-66,137881699,21,TESS,2022_07_29,1,61.0,2.5,-1
,,,,,,,,,,-1,13935,HAT-P-66,137881699,48,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-1312,137899873,40,TESS,2022_07_29,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-1312,137899873,41,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-45,137899948,17,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-45,137899948,17,Kepler,2022_07_29,2,123.0,2.5,-1
31,449,1989881,1990299,1472.1284390593937,1472.413138248383,435.5297359101751,0.28187350095863684,0.034445389261754666,0.2846991889891797,0.012222459482872436,7621,Kepler-45,137899948,16,Kepler,2022_07_29,3,123.0,2.5
459,498,1990309,1990348,1472.4199491310355,1472.446512083763,21.459627509781715,0.8178049948020386,0.015799110324020482,0.026562952727545053,0.13095227423484718,7621,Kepler-45,137899948,16,Kepler,2022_07_29,3,123.0,2.5
,,,,,,,,,,-1,52751,Kepler-45,137899948,16,Kepler,2022_07_29,3,123.0,2.5,-1
338,362,2069509,2069533,1526.36406528714,1526.3804123696827,15.431607046774547,0.2039195623094793,0.01687564550147047,0.01634708254277939,0.10197674725129262,46462,Kepler-45,137899948,16,Kepler,2022_07_29,3,123.0,2.5
366,404,2069537,2069575,1526.3831369000618,1526.4090196897087,21.480624423179353,0.5877838153865168,0.016636023696006808,0.025882789646857418,0.10974446881397326,46462,Kepler-45,137899948,16,Kepler,2022_07_29,3,123.0,2.5
408,423,2069579,2069594,1526.411744320205,1526.4219612346424,7.720720902476613,0.38631955558467934,0.013352316131775677,0.010216914437478408,0.12139605146767388,46462,Kepler-45,137899948,16,Kepler,2022_07_29,3,123.0,2.5
431,437,2069602,2069608,1526.4274101957635,1526.4314969415136,3.0672415752609883,0.27456027126537397,0.013745865353959275,0.0040867457501008175,0.12777664234238098,46462,Kepler-45,137899948,16,Kepler,2022_07_29,3,123.0,2.5
458,462,2069629,2069633,1526.4458007020512,1526.4485251326623,2.717415872506515,0.3088561972308339,0.016344209000592302,0.002724430611124262,0.13526695440067243,46462,Kepler-45,137899948,16,Kepler,2022_07_29,3,123.0,2.5
,,,,,,,,,,-1,44875,Kepler-45,137899948,15,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,35656,Kepler-45,137899948,15,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,51070,Kepler-45,137899948,15,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,34810,Kepler-45,137899948,14,Kepler,2022_07_29,5,125.0,2.5,-1
24823,24826,1771097,1771100,1323.1152109874965,1323.1172543972789,11.027171640060871,0.3125887679100058,0.06841318238739746,0.0020434097823454067,0.3202783872776151,44148,Kepler-45,137899948,14,Kepler,2022_07_29,5,123.0,2.5
489,497,1792220,1792229,1337.502502386611,1337.5086324493604,18.00089824039621,0.5104211950207185,0.05743361472009223,0.006130062749434728,0.18011174733521973,49957,Kepler-45,137899948,14,Kepler,2022_07_29,5,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-45,137899948,13,Kepler,2022_07_29,6,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-45,137899948,13,Kepler,2022_07_29,6,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-45,137899948,13,Kepler,2022_07_29,6,123.0,2.5,-1
33299,33307,1480822,1480830,1125.397626656566,1125.4030754869455,4.517987998414637,0.3444556030133711,0.013986651147488871,0.005448830379464198,0.7914238313950572,34037,Kepler-45,137899948,12,Kepler,2022_07_29,7,123.0,2.5
33319,33332,1480842,1480855,1125.4112488825194,1125.4201032694837,6.772306351847967,0.4181505908851804,0.013291773759158243,0.008854386964230798,0.7969720594712,34037,Kepler-45,137899948,12,Kepler,2022_07_29,7,123.0,2.5
33344,33364,1480867,1480887,1125.4282766652905,1125.4418989916012,8.968221484236505,0.5113579232056967,0.012215330393983148,0.01362232631072402,0.8039073447004742,34037,Kepler-45,137899948,12,Kepler,2022_07_29,7,123.0,2.5
33383,33393,1480906,1480916,1125.4548400267595,1125.4616511400236,4.644372339388693,0.3855151057332924,0.011639199640526732,0.0068111132641206495,0.8147263979449917,34037,Kepler-45,137899948,12,Kepler,2022_07_29,7,123.0,2.5
33404,33420,1480927,1480943,1125.4691434446795,1125.4800412060285,9.555313590012899,0.514111392747919,0.01488442770368148,0.010897761349042412,0.8205520702807678,34037,Kepler-45,137899948,12,Kepler,2022_07_29,7,123.0,2.5
33424,33471,1480947,1480994,1125.4827655714544,1125.5147778649334,27.712066607962853,0.8151026895175354,0.017674732096694568,0.0320122934790561,0.8261002579622369,34037,Kepler-45,137899948,12,Kepler,2022_07_29,7,123.0,2.5
33476,34015,1480999,1481538,1125.5181834217437,1125.8853026222932,528.7835165457493,0.11555891495800433,0.03485373258302471,0.36711920054949587,0.8405256765424147,34037,Kepler-45,137899948,12,Kepler,2022_07_29,7,123.0,2.5
34031,34035,1481554,1481558,1125.896200387484,1125.8989247537247,0.8559881525657217,0.009216172577505762,0.005047832752664849,0.0027243662407272495,0.9944890852941671,34037,Kepler-45,137899948,12,Kepler,2022_07_29,7,123.0,2.5
,,,,,,,,,,-1,39984,Kepler-45,137899948,12,Kepler,2022_07_29,7,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-45,137899948,12,Kepler,2022_07_29,7,123.0,2.5,-1
,,,,,,,,,,-1,43978,Kepler-45,137899948,10,Kepler,2022_07_29,10,123.0,2.5,-1
,,,,,,,,,,-1,45005,Kepler-45,137899948,10,Kepler,2022_07_29,10,123.0,2.5,-1
5587,5592,1258379,1258386,973.8926679784054,973.8974357183324,28.386319496385266,0.6031856692976039,0.0859220024459646,0.004767739927046932,0.0846170080427853,44062,Kepler-45,137899948,10,Kepler,2022_07_29,10,123.0,2.5
11814,11817,1264663,1264666,978.1727661240438,978.1748094919094,2.757034481837377,0.3239518657641952,0.01866728712816812,0.0020433678655535914,0.8278681317168862,44062,Kepler-45,137899948,10,Kepler,2022_07_29,10,123.0,2.5
42137,42140,1295195,1295198,998.9682454685826,998.9702888071115,1.9178106676852948,0.28352005522727053,0.012258326596179536,0.002043338528892491,0.29770725717015606,44062,Kepler-45,137899948,10,Kepler,2022_07_29,10,123.0,2.5
,,,,,,,,,,-1,45183,Kepler-45,137899948,11,Kepler,2022_07_29,11,123.0,2.5,-1
,,,,,,,,,,-1,43543,Kepler-45,137899948,11,Kepler,2022_07_29,11,123.0,2.5,-1
8882,8885,1403172,1403175,1072.5102931330548,1072.5123365403342,3.292559667993917,0.3563868286395751,0.023959297201404883,0.0020434072794159874,0.2508188135083324,46311,Kepler-45,137899948,11,Kepler,2022_07_29,11,123.0,2.5
,,,,,,,,,,-1,19611,Kepler-45,137899948,40,TESS,2022_07_29,12,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-45,137899948,41,TESS,2022_07_29,13,61.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-1843,137900524,40,TESS,2022_07_29,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-1843,137900524,41,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-74,137903329,40,TESS,2022_07_29,5,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-74,137903329,41,TESS,2022_07_29,6,61.0,2.5,-1
21441,21444,1464282,1464285,1114.132103283031,1114.1341466378653,1.3733006266023309,0.09116608788696536,0.01190538483487269,0.0020433548343135044,0.2222415613265653,34037,Kepler-758,137968594,12,Kepler,2022_07_29,1,123.0,2.5
,,,,,,,,,,-1,39984,Kepler-758,137968594,12,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-758,137968594,12,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,46806,Kepler-758,137968594,13,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-758,137968594,13,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-758,137968594,13,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,7621,Kepler-758,137968594,16,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,52751,Kepler-758,137968594,16,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,46462,Kepler-758,137968594,16,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-758,137968594,17,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-758,137968594,17,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,45183,Kepler-598,137969066,11,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,43543,Kepler-598,137969066,11,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,46311,Kepler-598,137969066,11,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,7621,Kepler-598,137969066,16,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,52751,Kepler-598,137969066,16,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,46462,Kepler-598,137969066,16,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,44875,Kepler-598,137969066,15,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,35656,Kepler-598,137969066,15,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,51070,Kepler-598,137969066,15,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,34810,Kepler-598,137969066,14,Kepler,2022_07_29,4,125.0,2.5,-1
24818,24826,1771091,1771100,1323.1111390310325,1323.1172691620013,9.490632906666002,0.19415169865589116,0.048216822037556506,0.006130130968813319,0.8420094893657081,44148,Kepler-598,137969066,14,Kepler,2022_07_29,4,123.0,2.5
489,497,1792220,1792229,1337.5025204600897,1337.5086505237705,11.056358946088908,0.26876612464861555,0.03473399536676891,0.006130063680757303,0.7297287544751198,49957,Kepler-598,137969066,14,Kepler,2022_07_29,4,123.0,2.5
,,,,,,,,,,-1,46806,Kepler-598,137969066,13,Kepler,2022_07_29,5,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-598,137969066,13,Kepler,2022_07_29,5,123.0,2.5,-1
,,,,,,,,,,-1,39121,Kepler-598,137969066,13,Kepler,2022_07_29,5,123.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-598,137969066,12,Kepler,2022_07_29,6,123.0,2.5,-1
,,,,,,,,,,-1,39984,Kepler-598,137969066,12,Kepler,2022_07_29,6,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-598,137969066,12,Kepler,2022_07_29,6,123.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-1698,138105005,40,TESS,2022_07_29,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-1698,138105005,41,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,16699,XO-6,138168780,19,TESS,2022_07_29,1,61.0,2.5,-1
,,,,,,,,,,-1,17633,XO-6,138168780,20,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,16942,XO-6,138168780,26,TESS,2022_07_29,3,61.0,2.5,-1
,,,,,,,,,,-1,19611,XO-6,138168780,40,TESS,2022_07_29,4,59.0,2.5,-1
,,,,,,,,,,-1,17305,XO-6,138168780,53,TESS,2022_07_29,5,61.0,2.5,-1
,,,,,,,,,,-1,45186,Kepler-276,138213510,11,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,43543,Kepler-276,138213510,11,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,46311,Kepler-276,138213510,11,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,7622,Kepler-276,138213510,16,Kepler,2022_07_29,2,123.0,2.5,-1
42598,42601,2057276,2057279,1518.0316867440197,1518.0337299538005,9.963136228128034,0.27106573684651325,0.07616171997629295,0.002043209780822508,0.331301734858356,52753,Kepler-276,138213510,16,Kepler,2022_07_29,2,123.0,2.5
,,,,,,,,,,-1,46462,Kepler-276,138213510,16,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,44875,Kepler-276,138213510,15,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,35656,Kepler-276,138213510,15,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,51070,Kepler-276,138213510,15,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-276,138213510,17,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-276,138213510,17,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,46806,Kepler-276,138213510,13,Kepler,2022_07_29,5,123.0,2.5,-1
23021,23026,1636768,1636773,1231.6181908192957,1231.6215966875752,10.581174468252785,0.28972237475473944,0.07392491277910529,0.0034058682795148343,0.059134100657199415,42289,Kepler-276,138213510,13,Kepler,2022_07_29,5,123.0,2.5
,,,,,,,,,,-1,39122,Kepler-276,138213510,13,Kepler,2022_07_29,5,123.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-276,138213510,12,Kepler,2022_07_29,6,123.0,2.5,-1
,,,,,,,,,,-1,39984,Kepler-276,138213510,12,Kepler,2022_07_29,6,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-276,138213510,12,Kepler,2022_07_29,6,123.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-597,138214174,40,TESS,2022_07_29,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-597,138214174,41,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-183,138214374,17,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-183,138214374,17,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-630,138216186,40,TESS,2022_07_29,2,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-630,138216186,41,TESS,2022_07_29,3,61.0,2.5,-1
,,,,,,,,,,-1,14747,HAT-P-4,138294130,24,TESS,2022_07_29,1,61.0,2.5,-1
,,,,,,,,,,-1,10520,HAT-P-4,138294130,50,TESS,2022_07_29,2,59.0,2.5,-1
,,,,,,,,,,-1,7713,HAT-P-4,138294130,51,TESS,2022_07_29,3,61.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-517,138297129,40,TESS,2022_07_29,4,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-517,138297129,41,TESS,2022_07_29,5,61.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-201,138297190,12,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,39984,Kepler-201,138297190,12,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-201,138297190,12,Kepler,2022_07_29,2,123.0,2.5,-1
42673,42676,1608214,1608217,1212.1685534221251,1212.170596811724,0.5463792614178162,0.07351612455085664,0.0038698241479699913,0.002043389598838985,0.015312481233252498,46806,Kepler-636,138297607,13,Kepler,2022_07_29,2,123.0,2.5
46030,46058,1611571,1611599,1214.4551748294616,1214.4742469763878,20.73211811745773,0.18757097096991387,0.04654282606681637,0.019072146926191635,0.15750945845993183,46806,Kepler-636,138297607,13,Kepler,2022_07_29,2,123.0,2.5
1576,1580,1614957,1614961,1216.7615507291703,1216.7642752515094,1.0779280966737146,0.09493471974376318,0.006905732028719358,0.0027245223391219042,0.30093489838400206,42289,Kepler-636,138297607,13,Kepler,2022_07_29,2,123.0,2.5
6359,6367,1619843,1619851,1220.0896543076233,1220.0951035555918,1.5565625329406032,0.11281713935894656,0.005236289434086938,0.005449247968499549,0.5078980044036205,42289,Kepler-636,138297607,13,Kepler,2022_07_29,2,123.0,2.5
7506,7515,1621094,1621103,1220.9417745386818,1220.9479049184447,1.3802036462608775,0.14730963721270535,0.0032689107270582607,0.006130379762907978,0.5608883773186364,42289,Kepler-636,138297607,13,Kepler,2022_07_29,2,123.0,2.5
23024,23028,1636771,1636775,1231.6201889748918,1231.6229135016038,0.9554856126716023,0.09922616050245527,0.005685723212789595,0.0027245267119724303,0.22494157367679754,42289,Kepler-636,138297607,13,Kepler,2022_07_29,2,123.0,2.5
35199,35219,1649133,1649153,1240.0405875998113,1240.0542107291476,3.377872208200303,0.18001881619894666,0.004951791304618647,0.013623129336338025,0.7485766746452345,42289,Kepler-636,138297607,13,Kepler,2022_07_29,2,123.0,2.5
1593,1604,1659225,1659236,1246.914767240276,1246.9222598797423,4.199752522655741,0.1400099133153442,0.013841747024960771,0.007492639466363471,0.17605783206423256,39121,Kepler-636,138297607,13,Kepler,2022_07_29,2,123.0,2.5
13224,13231,1670895,1670902,1254.8637932660204,1254.8685614738206,1.325295789287131,0.13070188601578883,0.004067255463917618,0.004768207800225355,0.6703799219084295,39121,Kepler-636,138297607,13,Kepler,2022_07_29,2,123.0,2.5
27781,27784,1685491,1685494,1264.8058418214787,1264.8078853041297,0.5276933895240972,0.07139526336812295,0.003884809833028191,0.0020434826510609128,0.2886411030078343,39121,Kepler-636,138297607,13,Kepler,2022_07_29,2,123.0,2.5
38230,38236,1696729,1696735,1272.4605684161797,1272.4646552689155,2.31722907172865,0.09436508746289882,0.01333255710378145,0.0040868527357815765,0.7646617419167675,39121,Kepler-636,138297607,13,Kepler,2022_07_29,2,123.0,2.5
,,,,,,,,,,-1,19611,Kepler-1602,138299395,40,TESS,2022_07_29,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-1602,138299395,41,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,19611,WTS-2,138359318,40,TESS,2022_07_29,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,WTS-2,138359318,41,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-685,138364831,40,TESS,2022_07_29,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-685,138364831,41,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-415,138365520,12,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,39984,Kepler-415,138365520,12,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-415,138365520,12,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-415,138365520,40,TESS,2022_07_29,2,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-415,138365520,41,TESS,2022_07_29,3,61.0,2.5,-1
,,,,,,,,,,-1,45186,Kepler-786,138366498,11,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,43543,Kepler-786,138366498,11,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,46311,Kepler-786,138366498,11,Kepler,2022_07_29,1,123.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-786,138366498,12,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,39984,Kepler-786,138366498,12,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-786,138366498,12,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,46806,Kepler-786,138366498,13,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,42289,Kepler-786,138366498,13,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,39122,Kepler-786,138366498,13,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,44875,Kepler-786,138366498,15,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,35656,Kepler-786,138366498,15,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,51070,Kepler-786,138366498,15,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,7622,Kepler-786,138366498,16,Kepler,2022_07_29,5,123.0,2.5,-1
42598,42601,2057276,2057279,1518.031674242411,1518.0337174517263,5.128223145602976,0.16882558942833234,0.04136866627663416,0.0020432093151612207,0.5965663233000652,52753,Kepler-786,138366498,16,Kepler,2022_07_29,5,123.0,2.5
,,,,,,,,,,-1,46462,Kepler-786,138366498,16,Kepler,2022_07_29,5,123.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-786,138366498,41,TESS,2022_07_29,6,61.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-1694,138425797,40,TESS,2022_07_29,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-1694,138425797,41,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-56,138430034,17,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-56,138430034,17,Kepler,2022_07_29,2,123.0,2.5,-1
,,,,,,,,,,-1,7622,Kepler-56,138430034,16,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,52751,Kepler-56,138430034,16,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,46462,Kepler-56,138430034,16,Kepler,2022_07_29,3,123.0,2.5,-1
,,,,,,,,,,-1,44875,Kepler-56,138430034,15,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,35655,Kepler-56,138430034,15,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,51069,Kepler-56,138430034,15,Kepler,2022_07_29,4,123.0,2.5,-1
,,,,,,,,,,-1,34037,Kepler-56,138430034,12,Kepler,2022_07_29,5,123.0,2.5,-1
,,,,,,,,,,-1,39984,Kepler-56,138430034,12,Kepler,2022_07_29,5,123.0,2.5,-1
,,,,,,,,,,-1,32946,Kepler-56,138430034,12,Kepler,2022_07_29,5,123.0,2.5,-1
12850,12854,1311366,1311373,1009.982267772386,1009.9870355066087,3.4310500186807102,0.10954081905986253,0.012884950959598962,0.004767734222696163,0.34237333097677086,45184,Kepler-56,138430034,11,Kepler,2022_07_29,6,123.0,2.5
,,,,,,,,,,-1,43543,Kepler-56,138430034,11,Kepler,2022_07_29,6,123.0,2.5,-1
8882,8885,1403172,1403175,1072.5103916824664,1072.5124350902697,0.4147139718979409,0.04329711961338557,0.0026901639626129015,0.0020434078032849357,0.2965254516136708,46311,Kepler-56,138430034,11,Kepler,2022_07_29,6,123.0,2.5
,,,,,,,,,,-1,19611,Kepler-56,138430034,40,TESS,2022_07_29,7,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-56,138430034,41,TESS,2022_07_29,8,61.0,2.5,-1
,,,,,,,,,,-1,16439,Kepler-1715,138431008,15,TESS,2022_07_29,1,61.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-1870,138433618,40,TESS,2022_07_29,1,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-1870,138433618,41,TESS,2022_07_29,2,61.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-1524,138477646,17,Kepler,2022_07_30,1,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-1524,138477646,17,Kepler,2022_07_30,1,123.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-1524,138477646,40,TESS,2022_07_30,2,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-1524,138477646,41,TESS,2022_07_30,3,61.0,2.5,-1
,,,,,,,,,,-1,19611,WTS-1,138488806,40,TESS,2022_07_30,1,59.0,2.5,-1
,,,,,,,,,,-1,18247,WTS-1,138488806,41,TESS,2022_07_30,2,61.0,2.5,-1
,,,,,,,,,,-1,32600,Kepler-146,138569990,17,Kepler,2022_07_30,3,123.0,2.5,-1
,,,,,,,,,,-1,6151,Kepler-146,138569990,17,Kepler,2022_07_30,3,123.0,2.5,-1
,,,,,,,,,,-1,19027,Kepler-146,138569990,40,TESS,2022_07_30,4,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-146,138569990,41,TESS,2022_07_30,5,61.0,2.5,-1
,,,,,,,,,,-1,19611,Kepler-544,138571095,40,TESS,2022_07_30,2,59.0,2.5,-1
,,,,,,,,,,-1,18322,Kepler-544,138571095,41,TESS,2022_07_30,3,61.0,2.5,-1
