istart,istop,cstart,cstop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,ID,qcs,mission,tstamp,dur_detrend,lc_n,real?,note
15316,15322,3509437,3509443,2039.82961947931,2039.83100840575,0.137073782992977,0.015289944498251,0.001991890085147,0.001388926436903,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
15331,15335,3509452,3509456,2039.8330917954,2039.83401774651,0.104277327009585,0.013301808299504,0.001541429337313,0.000925951113459,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
16150,16155,3510271,3510276,2040.02268024654,2040.02383768508,0.131392374154114,0.013112822921376,0.002227316978452,0.001157438542123,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,gradual like a spot
16162,16167,3510283,3510288,2040.02545809895,2040.02661553749,0.156764176239323,0.013460924401839,0.002495537899278,0.00115743854235,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,gradual like a spot
16172,16182,3510293,3510303,2040.02777297603,2040.03008785311,0.283085875492456,0.018225086854914,0.002577166792018,0.002314877083791,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,gradual like a spot
17594,17597,3511715,3511718,2040.35694843765,2040.3576429004,0.068025871560435,0.011274097011874,0.001175263978587,0.000694462751653,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
18081,18086,3512202,3512207,2040.46968290497,2040.47084034305,0.090412467421944,0.014621549865359,0.001132957073513,0.001157438076916,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
18363,18366,3512484,3512487,2040.53496240558,2040.53565686834,0.072589508493024,0.011521098270284,0.001331539388931,0.000694462753472,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
18657,18667,3512778,3512788,2040.60301975301,2040.60533462823,0.164251345851554,0.015390238978687,0.001435815341661,0.002314875220691,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
18687,18691,3512808,3512812,2040.6099643796,2040.61089033025,0.090485518365086,0.010964738368734,0.001763346579676,0.000925950648025,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
18990,18993,3513111,3513114,2040.68010510924,2040.68079957199,0.073962216764973,0.010218440124855,0.00158975721697,0.000694462752108,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
19463,19484,3513584,3513605,2040.78959871344,2040.79445995131,0.590466241636332,0.026614714558648,0.002577868911231,0.004861237870955,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
21264,21279,3515385,3515400,2041.20650764801,2041.20997995898,0.397442679745175,0.023393436539901,0.002192751615449,0.003472310968846,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
21906,21915,3516027,3516036,2041.35512256019,2041.35720594659,0.232472544601754,0.01965987141537,0.001738525133353,0.002083386394588,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
21966,21985,3516087,3516106,2041.36901180314,2041.37341006336,0.704478314702068,0.026736016744443,0.003188796037625,0.004398260219432,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
23044,23051,3517165,3517172,2041.61855516683,2041.62017557837,0.146679617281075,0.015969537810254,0.00165635539791,0.001620411537715,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
24166,24169,3518287,3518290,2041.87828390569,2041.87897836751,0.073542932197636,0.011602669579073,0.001317619584691,0.000694461819421,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
24198,24201,3518319,3518322,2041.88569149783,2041.88638595965,0.069454278802002,0.011301908794875,0.001294255938681,0.000694461821695,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
24421,24424,3518542,3518545,2041.93731315445,2041.93800761627,0.079830344246,0.010987781226016,0.001642825293865,0.000694461821013,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
24430,24433,3518551,3518554,2041.93939653991,2041.94009100173,0.076707517060073,0.011012575051235,0.001568951222569,0.00069446182215,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
24666,24671,3518787,3518792,2041.99402752798,2041.99518496373,0.16369277882841,0.012630605210928,0.003399475031167,0.001157435747245,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
24902,24906,3519023,3519027,2042.0486585128,2042.04958446158,0.112209889439115,0.012955109621106,0.001580701262358,0.000925948784698,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,gradual like a spot
25535,25539,3519656,3519660,2042.19518991052,2042.19611585931,0.100258054706265,0.012236067880694,0.001544110093513,0.000925948783788,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
25573,25576,3519694,3519697,2042.20398642351,2042.20468088486,0.105210795178934,0.010342628424515,0.002291515708773,0.000694461355124,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
26743,26895,3520908,3521060,2042.4850118205,2042.52019786128,14.8254820691018,0.058298952964092,0.024931366465193,0.035186040777262,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,double flare that can be separated
26900,26904,3521065,3521069,2042.52135529703,2042.52228124535,0.217081189406041,0.008958086006462,0.006684827653961,0.000925948319491,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
26911,26914,3521076,3521079,2042.52390165502,2042.52459611638,0.055183996051709,0.010180233106787,0.00096517075454,0.000694461355806,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
27266,27274,3521431,3521439,2042.60607957403,2042.60793147067,0.201962196188254,0.015463429377308,0.002616069556559,0.001851896636936,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
27669,27676,3521834,3521841,2042.69936886542,2042.7009892751,0.179846504327946,0.016583049318179,0.00214867295963,0.001620409674388,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
30829,30832,3524994,3524997,2043.43086772727,2043.43156218816,0.070261051744249,0.010403068899467,0.001226043839294,0.000694460891282,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
32103,32106,3526268,3526271,2043.72578199747,2043.72647645789,0.069358286179562,0.010574874151704,0.001486107237265,0.000694460423119,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
32286,32295,3526451,3526460,2043.76814408754,2043.77022746882,0.226922585759084,0.017419019886193,0.002145924678883,0.002083381271405,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
33678,33691,3527843,3527856,2044.09037370487,2044.09338303259,0.422844027838401,0.019817275086115,0.004850917297369,0.003009327728705,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
33699,33706,3527864,3527871,2044.09523492644,2044.09685533379,0.124514142699611,0.01622365924259,0.001342863550019,0.001620407345854,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
34793,34802,3528958,3528967,2044.34848141426,2044.35056479506,0.242720861541264,0.017229549713182,0.002881056313375,0.002083380805743,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
35504,35515,3529669,3529680,2044.51306845426,2044.5156148076,0.254954922450562,0.020708900385337,0.001839274063066,0.002546353336811,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
35548,35553,3529713,3529718,2044.52325386807,2044.52441130149,0.157625635377468,0.01387089251554,0.002445502513531,0.001157433420303,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
35759,35786,3529924,3529951,2044.57209755587,2044.57834769596,0.822419905209357,0.029706487780635,0.0025004016951,0.006250140092106,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
36487,36493,3530652,3530658,2044.74061983886,2044.74200875877,0.154095771571289,0.014924618467147,0.001735165831773,0.001388919915826,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
39038,39048,3533203,3533213,2045.33114212722,2045.33345699266,0.282502444529091,0.019240441160725,0.002371393378706,0.002314865440894,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
40809,40812,3534974,3534977,2045.74110474904,2045.74179920854,0.081295588664303,0.01077244841844,0.001599064455879,0.000694459492479,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
40822,40826,3534987,3534991,2045.74411407351,2045.7450400195,0.082567090346561,0.011979775414651,0.001364949139271,0.000925945990275,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
43537,43543,3537702,3537708,2046.37259983504,2046.37398875356,0.139295748185586,0.015203692368148,0.001365661474677,0.001388918519297,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,gradual like a spot
43685,43688,3537850,3537853,2046.40685982971,2046.4075542892,0.118487457566834,0.009952054855979,0.003139351088097,0.000694459492479,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
44640,44648,3538805,3538813,2046.6279293926,2046.62978128458,0.194489388705069,0.016088827357204,0.001899091890182,0.001851891980095,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,gradual like a spot
44680,44683,3538845,3538848,2046.63718885111,2046.63788331014,0.10917449751031,0.009449437070842,0.002911391375082,0.000694459027727,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,gradual like a spot
44734,44739,3538899,3538904,2046.64968911966,2046.65084655168,0.149649594843864,0.013517847056224,0.001717659041397,0.001157432021955,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,gradual like a spot
45671,45685,3539836,3539850,2046.8665919363,2046.86983274681,0.462643770772747,0.021450266586371,0.00287597887536,0.003240810501666,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
46112,46115,3540277,3540280,2046.96867747339,2046.96937193289,0.068008308879055,0.010701454383763,0.001240712552695,0.000694459493388,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
47169,47250,3541334,3541415,2047.2133587112,2047.23210912031,5.79651984804378,0.043237176845932,0.012159089137332,0.018750409103632,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
47256,47262,3541421,3541427,2047.23349803976,2047.23488695874,0.128138165054831,0.012580175296761,0.001633926411325,0.001388918986777,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
47742,47793,3541907,3541958,2047.34600050416,2047.35780631927,4.78930442565099,0.039960642055124,0.009654306831731,0.0118058151063,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
48191,48198,3542356,3542363,2047.44993798166,2047.45155838808,0.141211750426993,0.016263149150491,0.001554427550289,0.00162040641635,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,gradual like a spot
48425,48452,3542590,3542617,2047.50410584959,2047.51035598829,0.998649593891436,0.029627748279331,0.004259332854339,0.00625013869535,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
48613,48624,3542778,3542789,2047.54762533676,2047.5501716901,0.280984929889166,0.019549379200044,0.001887774398563,0.002546353336584,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
48963,49001,3543128,3543166,2047.62864566869,2047.63744216258,1.74891706773777,0.037883420177118,0.006425410121578,0.008796493895943,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
49016,49021,3543181,3543186,2047.64091446284,2047.64207189626,0.220975024419237,0.013059976851058,0.00507451860577,0.001157433419394,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
49841,49854,3544006,3544019,2047.83189101899,2047.83490034719,0.615858755971476,0.019899558624642,0.004566904245977,0.003009328195049,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
49880,49883,3544045,3544048,2047.84091900358,2047.841613464,0.121839443695187,0.010042944395053,0.003044292609042,0.000694460425166,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
50412,50415,3544577,3544580,2047.9640699917,2047.96476445212,0.079074413496413,0.010785068466385,0.001585745296471,0.000694460424711,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
50794,50801,3544959,3544966,2048.05249797211,2048.05411838038,0.145604008566513,0.01617247002466,0.001673692896418,0.001620408277176,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
51692,51695,3550285,3550288,2049.28538855137,2049.28608300388,0.072920673986889,0.010600185580895,0.001357168706124,0.00069445250756,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
53341,53346,3551934,3551939,2049.66710555036,2049.66826296981,0.117806575504751,0.012894592689112,0.001630933798124,0.001157419449555,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
53356,53360,3551949,3551953,2049.67057780825,2049.67150374353,0.11968708482278,0.012001255176612,0.001855466824732,0.000925935279611,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
53645,53669,3552238,3552262,2049.73747663587,2049.74303224755,1.53879877268614,0.025283945819432,0.006713305250321,0.005555611681302,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
53716,53723,3552309,3552316,2049.75391198674,2049.7555323736,0.204051420785015,0.01503839115066,0.002491703224894,0.001620386857212,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
54004,54007,3552597,3552600,2049.82057932228,2049.82127377386,0.129000816782882,0.010350559394633,0.002611057327003,0.000694451575782,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
54016,54019,3552609,3552612,2049.82335712812,2049.82405157923,0.074461149218718,0.010329776095677,0.001500330363375,0.000694451111485,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
55320,55323,3553913,3553916,2050.12521193083,2050.12590638194,0.099003594184378,0.00885652292013,0.003002455743266,0.000694451111031,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
55524,55527,3554117,3554120,2050.17243460405,2050.17312905516,0.065653100037662,0.010182711661939,0.001287625349878,0.00069445111194,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
56359,56364,3554952,3554957,2050.36572345939,2050.36688087744,0.164322913404742,0.013495579542801,0.00218053688009,0.001157418053481,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
57613,57622,3556206,3556215,2050.65600388599,2050.65808723792,0.206345667552913,0.017976272881776,0.00166605901868,0.002083351937927,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
57645,57648,3556238,3556241,2050.66341135938,2050.66410581003,0.08347559683626,0.010464109266263,0.001695003937908,0.000694450645369,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
57653,57659,3556246,3556252,2050.66526322808,2050.66665212937,0.160826021922807,0.014074167849277,0.002100038680843,0.001388901291193,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
58154,58162,3556747,3556755,2050.78123648028,2050.78308834851,0.277438985005555,0.014588501104651,0.00313668981524,0.00185186823137,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
58489,58533,3557082,3557126,2050.85878345722,2050.86896873087,2.00948467632553,0.037404005539912,0.004564827036842,0.010185273649768,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
59808,59887,3558401,3558480,2051.16411014482,2051.18239733506,2.2196306622208,0.04060213410581,0.011032692497538,0.018287190241608,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,gradual like a spot
61010,61159,3559603,3559752,2051.44235317715,2051.47684419591,12.0955139045625,0.065079765480143,0.008160100680633,0.034491018765493,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
61164,61177,3559757,3559770,2051.47800161257,2051.48101089606,0.373785799334188,0.01905674611835,0.00270142087754,0.003009283490883,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
61182,61189,3559775,3559782,2051.48216831272,2051.48378869631,0.15670873825102,0.014894396279511,0.001773584783039,0.001620383597583,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
61317,61346,3559910,3559939,2051.51341856336,2051.52013158005,0.804499984513326,0.033821332746955,0.002474243945224,0.006713016696722,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,gradual like a spot
61350,61354,3559943,3559947,2051.52105751347,2051.52198344642,0.111425310527363,0.012941506913355,0.002080470940095,0.000925932951759,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
61374,61378,3559967,3559971,2051.52661311305,2051.52753904646,0.12065318803297,0.012302745727183,0.002451600859434,0.000925933417875,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
61431,61445,3560024,3560038,2051.5398076632,2051.54304842947,0.378188541930952,0.022373774774156,0.002055832635236,0.003240766263389,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
62150,62153,3560743,3560746,2051.70624415978,2051.70693860949,0.080329350111708,0.010558412185338,0.001468892962367,0.000694449713592,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
62718,62747,3561311,3561340,2051.83772665575,2051.84443966965,0.972271716110148,0.030639327617228,0.005144635749855,0.006713013903209,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
62751,62757,3561344,3561350,2051.84536560307,2051.8467545025,0.11415325446943,0.015232044322335,0.001366658330331,0.001388899427184,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
63279,63282,3561872,3561875,2051.96758874949,2051.96828319921,0.060868707489649,0.010428625328929,0.001087571790837,0.000694449713592,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
64512,64516,3563105,3563109,2052.25300751074,2052.25393344323,0.114086243717351,0.011823339511872,0.001569467851423,0.000925932486098,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
64933,64944,3563526,3563537,2052.35046190832,2052.35300822301,0.270987295875326,0.019302929607214,0.001765696618668,0.002546314688516,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
65032,65036,3563625,3563629,2052.37337873678,2052.37430466927,0.076444192913418,0.01217662703647,0.001213855792837,0.000925932487007,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
66376,66385,3564969,3564978,2052.68449198518,2052.68657533246,0.216932967547744,0.017326230821187,0.001908214078877,0.00208334727995,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,gradual like a spot
68093,68097,3566686,3566690,2053.08194826112,2053.08287419267,0.126087634755768,0.011845804349839,0.002513314646141,0.00092593155432,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
68108,68116,3566701,3566709,2053.08542050503,2053.08727236814,0.185995056973472,0.016231271524476,0.00220989706212,0.001851863110915,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
68126,68130,3566719,3566723,2053.08958719773,2053.09051312928,0.098691530245273,0.012347317251875,0.001514026214378,0.000925931555685,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
68837,68840,3567430,3567433,2053.25417154295,2053.25486599127,0.067418453251411,0.0102563145775,0.001378170474572,0.000694448317063,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
69209,69212,3567802,3567805,2053.34028317106,2053.34097761984,0.082018345323329,0.010036214898783,0.001552946389177,0.000694448782269,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
69373,69376,3567966,3567969,2053.3782463597,2053.37894080802,0.104963112675009,0.009377101416925,0.003178933823918,0.000694448317063,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
69588,69785,3568181,3568378,2053.42801517113,2053.47361728893,43.2516268930044,0.065110426549651,0.040498362214849,0.045602117799717,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
71069,71080,3569662,3569673,2053.77084118821,2053.77338749871,0.214982619130898,0.013426351159319,0.002248309680434,0.002546310497564,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
73013,73020,3571606,3571613,2054.22084353939,2054.22246391786,0.130300928573088,0.015055829924532,0.001652755800435,0.001620378474854,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
73253,73426,3571846,3572019,2054.27639936983,2054.31644586198,11.8264189765319,0.072587132813582,0.016306801189099,0.040046492147212,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,gradual like a spot
73445,73449,3572038,3572042,2054.32084403139,2054.32176996202,0.099004066303099,0.011872795601665,0.001360107357734,0.000925930624817,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
73460,73464,3572053,3572057,2054.32431627065,2054.32524220081,0.107595229671901,0.01189913157557,0.001477495787259,0.000925930159156,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,tail of previous
73704,73708,3572297,3572301,2054.38079802474,2054.38172395489,0.079727674590164,0.012806865721566,0.001198669758457,0.000925930157791,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
73797,73807,3572390,3572400,2054.40232590534,2054.4046407312,0.303535813792868,0.019894292084622,0.002116568577887,0.002314825861504,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,1,
76863,76867,3575499,3575503,2055.12200498178,2055.12293091148,0.085750169537378,0.0116267709893,0.001385817738305,0.000925929691675,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
77615,77618,3576251,3576254,2055.29607973324,2055.29677418063,0.081841202907856,0.01057172998351,0.001631179283827,0.00069444738574,100736,AU Mic,27,TESS,11_02_2021_08_59_15,66.382899,0,0,
