"tstamp","period","sector","subsample","AD","p","nsteps_mcmc","nflares","totobs_days","shift"
2021-12-14,Rotation,Both Sectors,total,1.6053287528411033,0.2981999999999999,189,10000,48.44907407407407,0.2
2021-12-14,Beat Period,Both Sectors,high energy half,1.10030389432697,0.5810067046932852,71,10000,48.449074074074076,0.0
2021-12-14,Beat Period,Both Sectors,high energy half,1.1346975674672706,0.5806,71,10000,48.44907407407407,0.1
2021-12-14,Beat Period,Both Sectors,low energy half,inf,0.0,118,10000,48.44907407407407,0.0
2021-12-14,Rotation,Both Sectors,high energy half,inf,0.0,71,10000,48.44907407407407,0.0
2021-12-14,Beat Period,Both Sectors,high energy half,1.1655322341098753,0.5871999999999999,71,10000,48.44907407407407,0.2
2021-12-14,Rotation,Both Sectors,total,0.8199202051866905,0.9372,189,10000,48.44907407407407,0.3
2021-12-14,Beat Period,Both Sectors,total,0.6874048384665912,0.8714,189,10000,48.44907407407407,0.2
2021-12-14,Rotation,Both Sectors,high energy half,inf,0.0,71,10000,48.44907407407407,0.1
2021-12-14,Beat Period,Both Sectors,low energy half,0.7314011605071613,0.9473999999999999,118,10000,48.44907407407407,0.1
2021-12-14,Beat Period,Both Sectors,high energy half,1.2412544964533652,0.5124000000000001,71,10000,48.44907407407407,0.3
2021-12-14,Rotation,Both Sectors,high energy half,inf,0.0,71,10000,48.44907407407407,0.2
2021-12-14,Beat Period,Both Sectors,high energy half,inf,0.0,71,10000,48.44907407407407,0.4
2021-12-14,Rotation,Both Sectors,low energy half,0.8731928738636299,0.8798,118,10000,48.44907407407407,0.0
2021-12-14,Beat Period,Both Sectors,low energy half,inf,0.0,118,10000,48.44907407407407,0.2
2021-12-14,Rotation,Both Sectors,high energy half,inf,0.0,71,10000,48.44907407407407,0.3
2021-12-14,Rotation,Both Sectors,total,0.9852524860820608,0.7245999999999999,189,10000,48.44907407407407,0.4
2021-12-14,Beat Period,Both Sectors,total,0.35988920963251303,0.23120000000000002,189,10000,48.44907407407407,0.3
2021-12-14,Beat Period,Both Sectors,high energy half,inf,0.0,71,10000,48.44907407407407,0.5
2021-12-14,Rotation,Both Sectors,high energy half,inf,0.0,71,10000,48.449074074074076,0.4
2021-12-14,Rotation,Both Sectors,low energy half,1.3146644929752114,0.4416,118,10000,48.44907407407407,0.1
2021-12-14,Beat Period,Both Sectors,high energy half,1.554385010073105,0.31639999999999985,71,10000,48.44907407407407,0.6
2021-12-14,Beat Period,Both Sectors,low energy half,inf,0.0,118,10000,48.449074074074076,0.3
2021-12-14,Rotation,Both Sectors,high energy half,0.656835105008426,0.812,71,10000,48.44907407407407,0.5
2021-12-14,Beat Period,Both Sectors,high energy half,inf,0.0,71,10000,48.44907407407407,0.7
2021-12-14,Rotation,Both Sectors,total,1.0556181778113114,0.6718000000000001,189,10000,48.44907407407407,0.5
2021-12-14,Rotation,Both Sectors,low energy half,1.3153854641351899,0.44,118,10000,48.449074074074076,0.2
2021-12-14,Rotation,Both Sectors,high energy half,0.8714232055004629,0.8708,71,10000,48.44907407407407,0.6
2021-12-14,Beat Period,Both Sectors,low energy half,inf,0.0,118,10000,48.449074074074076,0.4
2021-12-14,Beat Period,Both Sectors,total,0.4920030146860199,0.4946,189,10000,48.44907407407407,0.4
2021-12-14,Beat Period,Both Sectors,high energy half,2.233032088038698,0.19139999999999988,71,10000,48.44907407407407,0.8
2021-12-14,Rotation,Both Sectors,high energy half,inf,0.0,71,10000,48.44907407407407,0.7
2021-12-14,Beat Period,Both Sectors,high energy half,inf,0.0,71,10000,48.44907407407407,0.9
2021-12-14,Rotation,Both Sectors,low energy half,0.7315953504081989,0.9556955695569558,118,10000,48.44907407407407,0.3
2021-12-14,Beat Period,Both Sectors,low energy half,inf,0.0,118,10000,48.449074074074076,0.5
2021-12-14,Rotation,Both Sectors,high energy half,inf,0.0,71,10000,48.449074074074076,0.8
2021-12-14,Beat Period,Sector 1,high energy half,1.7986228629032723,0.24624924984996993,38,10000,25.130555555555556,0.0
2021-12-14,Rotation,Both Sectors,total,1.6620426992259354,0.26659999999999995,189,10000,48.44907407407407,0.6
2021-12-14,Beat Period,Sector 1,high energy half,1.4783912935317787,0.3587076122836851,38,10000,25.130555555555556,0.1
2021-12-14,Rotation,Both Sectors,high energy half,inf,0.0,71,10000,48.44907407407407,0.9
2021-12-14,Beat Period,Both Sectors,total,0.4471937337162615,0.4146,189,10000,48.44907407407407,0.5
2021-12-14,Rotation,Both Sectors,low energy half,1.9487329567905647,0.1802000000000001,118,10000,48.44907407407407,0.4
2021-12-14,Beat Period,Sector 1,high energy half,1.9090643795654572,0.24620000000000006,38,10000,25.130555555555556,0.2
2021-12-14,Beat Period,Both Sectors,low energy half,0.7690871707872446,0.9858,118,10000,48.44907407407407,0.6
2021-12-14,Rotation,Sector 1,high energy half,2.2102784075864577,0.15280000000000002,38,10000,25.130555555555556,0.0
2021-12-14,Beat Period,Sector 1,high energy half,inf,0.0,38,10000,25.130555555555556,0.3
2021-12-14,Rotation,Sector 1,high energy half,inf,0.0,38,10000,25.130555555555556,0.1
2021-12-14,Beat Period,Sector 1,high energy half,inf,0.0,38,10000,25.130555555555556,0.4
2021-12-14,Rotation,Sector 1,high energy half,2.7740289047632345,0.08242472741822553,38,10000,25.130555555555556,0.2
2021-12-14,Rotation,Both Sectors,low energy half,1.1670170011610423,0.5947999999999999,118,10000,48.44907407407407,0.5
2021-12-14,Beat Period,Both Sectors,low energy half,0.9430703795631672,0.7809999999999999,118,10000,48.44907407407407,0.7
2021-12-14,Beat Period,Sector 1,high energy half,0.69545253552009,0.912073622086626,38,10000,25.130555555555556,0.5
2021-12-14,Rotation,Both Sectors,total,inf,0.0,189,10000,48.44907407407407,0.7
2021-12-14,Rotation,Sector 1,high energy half,inf,0.0,38,10000,25.130555555555556,0.3
2021-12-14,Beat Period,Both Sectors,total,0.43893322098250565,0.36200000000000004,189,10000,48.44907407407407,0.6
2021-12-14,Beat Period,Sector 1,high energy half,inf,0.0,38,10000,25.130555555555556,0.6
2021-12-14,Rotation,Sector 1,high energy half,1.26601303456561,0.4997999999999999,38,10000,25.130555555555556,0.4
2021-12-14,Beat Period,Sector 1,high energy half,1.868236424750151,0.21400000000000005,38,10000,25.130555555555556,0.7
2021-12-14,Rotation,Sector 1,high energy half,inf,0.0,38,10000,25.130555555555556,0.5
2021-12-14,Rotation,Both Sectors,low energy half,0.9449693501686625,0.7837999999999999,118,10000,48.449074074074076,0.6
2021-12-14,Beat Period,Both Sectors,low energy half,inf,0.0,118,10000,48.44907407407407,0.8
2021-12-14,Beat Period,Sector 1,high energy half,inf,0.0,38,10000,25.130555555555556,0.8
2021-12-14,Rotation,Sector 1,high energy half,inf,0.0,38,10000,25.130555555555556,0.6
2021-12-14,Beat Period,Sector 1,high energy half,1.4698119786296644,0.3153999999999999,38,10000,25.130555555555556,0.9
2021-12-14,Rotation,Sector 1,high energy half,inf,0.0,38,10000,25.130555555555556,0.7
2021-12-14,Rotation,Both Sectors,low energy half,0.8731928738636299,0.862,118,1000,48.44907407407407,0.0
2021-12-14,Rotation,Both Sectors,total,3.5581307347925417,0.02759999999999991,189,10000,48.449074074074076,0.8
2021-12-14,Beat Period,Sector 27,high energy half,inf,0.0,33,10000,23.318518518518516,0.0
2021-12-14,Beat Period,Both Sectors,total,0.9922806966489475,0.695,189,10000,48.44907407407407,0.7
2021-12-14,Rotation,Sector 1,high energy half,inf,0.0,38,10000,25.130555555555556,0.8
2021-12-14,Rotation,Both Sectors,low energy half,0.8731928738636299,0.792,118,1000,48.44907407407407,0.0
2021-12-14,Beat Period,Both Sectors,low energy half,0.9011329163654409,0.8652,118,10000,48.44907407407407,0.9
2021-12-14,Rotation,Both Sectors,low energy half,inf,0.0,118,10000,48.44907407407407,0.7
2021-12-14,Rotation,Both Sectors,low energy half,1.3146644929752114,0.41282565130260507,118,1000,48.44907407407407,0.1
2021-12-14,Beat Period,Sector 27,high energy half,inf,0.0,33,10000,23.318518518518516,0.1
2021-12-14,Rotation,Both Sectors,low energy half,1.3153854641351899,0.5280000000000001,118,1000,48.449074074074076,0.2
2021-12-14,Rotation,Sector 1,high energy half,0.817525771808782,0.9726,38,10000,25.130555555555556,0.9
2021-12-14,Rotation,Both Sectors,low energy half,0.7315953504081989,0.9023162134944613,118,1000,48.44907407407407,0.3
2021-12-14,Beat Period,Sector 1,low energy half,1.0508827773127152,0.6718000000000001,37,10000,25.130555555555556,0.0
2021-12-14,Rotation,Both Sectors,low energy half,1.9487329567905647,0.3319999999999999,118,1000,48.44907407407407,0.4
2021-12-14,Beat Period,Sector 27,high energy half,inf,0.0,33,10000,23.318518518518516,0.2
2021-12-14,Rotation,Both Sectors,low energy half,1.1670170011610423,0.61,118,1000,48.44907407407407,0.5
2021-12-14,Rotation,Sector 27,high energy half,inf,0.0,33,10000,23.318518518518516,0.0
2021-12-14,Rotation,Both Sectors,low energy half,0.9449693501686625,0.7734138972809668,118,1000,48.449074074074076,0.6
2021-12-14,Beat Period,Sector 1,low energy half,3.703508330851882,0.026200000000000046,37,10000,25.130555555555556,0.1
2021-12-14,Rotation,Both Sectors,low energy half,inf,0.0,118,1000,48.44907407407407,0.7
2021-12-14,Beat Period,Sector 27,high energy half,3.467666632425619,0.043434747798238506,33,10000,23.318518518518516,0.3
2021-12-14,Rotation,Sector 27,high energy half,2.87521073048633,0.07740774077407736,33,10000,23.318518518518516,0.1
2021-12-14,Beat Period,Sector 27,high energy half,3.467666632425619,0.03680000000000007,33,10000,23.318518518518516,0.4
2021-12-14,Beat Period,Sector 1,low energy half,2.953057267895815,0.07120000000000004,37,10000,25.130555555555556,0.2
2021-12-14,Rotation,Both Sectors,low energy half,2.372597575066905,0.13580000000000012,118,10000,48.449074074074076,0.8
2021-12-14,Rotation,Both Sectors,total,inf,0.0,189,10000,48.44907407407407,0.9
2021-12-14,Rotation,Sector 27,high energy half,inf,0.0,33,10000,23.318518518518516,0.2
2021-12-14,Beat Period,Sector 27,high energy half,inf,0.0,33,10000,23.318518518518516,0.5
2021-12-14,Beat Period,Sector 1,low energy half,inf,0.0,37,10000,25.130555555555556,0.3
2021-12-14,Beat Period,Both Sectors,total,0.5363854364966301,0.5654,189,10000,48.44907407407407,0.8
2021-12-14,Rotation,Sector 27,high energy half,2.6187053175104893,0.0684068406840683,33,10000,23.318518518518516,0.3
2021-12-14,Beat Period,Sector 27,high energy half,inf,0.0,33,10000,23.318518518518516,0.6
2021-12-14,Beat Period,Sector 1,low energy half,1.3534659316720834,0.41620000000000007,37,10000,25.130555555555556,0.4
2021-12-14,Rotation,Both Sectors,low energy half,0.8731928738636299,0.818,118,1000,48.44907407407407,0.0
2021-12-14,Rotation,Sector 27,high energy half,2.2819256967748203,0.12819999999999993,33,10000,23.318518518518516,0.4
2021-12-14,Rotation,Sector 1,total,1.2037610435362325,0.5180000000000001,75,10000,25.130555555555556,0.0
2021-12-14,Rotation,Both Sectors,low energy half,1.3146644929752114,0.524,118,1000,48.44907407407407,0.1
2021-12-14,Beat Period,Sector 27,high energy half,2.158946209277687,0.15580000000000013,33,10000,23.318518518518516,0.7
2021-12-14,Rotation,Both Sectors,low energy half,1.3153854641351899,0.5519999999999999,118,1000,48.449074074074076,0.2
2021-12-14,Rotation,Both Sectors,low energy half,0.7315953504081989,0.9179999999999999,118,1000,48.44907407407407,0.3
2021-12-14,Beat Period,Sector 1,low energy half,inf,0.0,37,10000,25.130555555555556,0.5
2021-12-14,Rotation,Both Sectors,low energy half,inf,0.0,118,10000,48.44907407407407,0.9
2021-12-14,Rotation,Sector 27,high energy half,inf,0.0,33,10000,23.318518518518516,0.5
2021-12-14,Rotation,Both Sectors,low energy half,1.9487329567905647,0.25599999999999995,118,1000,48.44907407407407,0.4
2021-12-14,Beat Period,Sector 27,high energy half,2.338330739285013,0.10460000000000008,33,10000,23.318518518518516,0.8
2021-12-14,Rotation,Both Sectors,low energy half,1.1670170011610423,0.7040000000000001,118,1000,48.44907407407407,0.5
2021-12-14,Rotation,Both Sectors,low energy half,0.9449693501686625,0.7283702213279678,118,1000,48.449074074074076,0.6
2021-12-14,Rotation,Sector 27,high energy half,1.728063669615608,0.2668266826682668,33,10000,23.31851851851852,0.6
2021-12-14,Beat Period,Sector 1,low energy half,inf,0.0,37,10000,25.130555555555556,0.6
2021-12-14,Rotation,Sector 1,total,0.6878945088676289,0.8422,75,10000,25.130555555555556,0.1
2021-12-14,Rotation,Sector 1,low energy half,1.0782792478590437,0.5898718975180145,37,10000,25.130555555555556,0.0
2021-12-14,Rotation,Both Sectors,low energy half,inf,0.0,118,1000,48.44907407407407,0.7
2021-12-14,Beat Period,Sector 27,high energy half,1.0190355083248832,0.7202,33,10000,23.318518518518513,0.9
2021-12-14,Rotation,Sector 27,high energy half,2.4405978669290533,0.09460000000000007,33,10000,23.318518518518516,0.7
2021-12-14,Beat Period,Sector 1,low energy half,0.46423470004934586,0.45399999999999996,37,10000,25.130555555555556,0.7
2021-12-14,Rotation,Sector 1,low energy half,inf,0.0,37,10000,25.130555555555556,0.1
2021-12-14,Beat Period,Both Sectors,total,0.7794359898541643,0.9706,189,10000,48.44907407407407,0.9
2021-12-14,Rotation,Sector 27,high energy half,5.659477387671352,0.0040000000000000565,33,10000,23.318518518518516,0.8
2021-12-14,Rotation,Sector 1,total,1.001846429978869,0.7128,75,10000,25.130555555555556,0.2
2021-12-14,Beat Period,Sector 1,low energy half,0.49402074783846217,0.4596,37,10000,25.130555555555556,0.8
2021-12-14,Rotation,Sector 1,low energy half,1.641725767841038,0.29199999999999987,37,10000,25.130555555555556,0.2
2021-12-14,Rotation,Sector 27,high energy half,inf,0.0,33,10000,23.31851851851852,0.9
2021-12-14,Beat Period,Sector 1,low energy half,1.8164679472618062,0.24002400240024002,37,10000,25.130555555555556,0.9
2021-12-14,Rotation,Sector 1,low energy half,inf,0.0,37,10000,25.130555555555556,0.3
2021-12-14,Beat Period,Sector 1,total,0.896518683531383,0.8515999999999999,75,10000,25.130555555555556,0.0
2021-12-14,Rotation,Sector 1,total,0.9827009817928314,0.7047999999999999,75,10000,25.130555555555556,0.3
2021-12-14,Rotation,Sector 1,low energy half,1.063993898000085,0.6358000000000001,37,10000,25.130555555555556,0.4
2021-12-14,Beat Period,Sector 27,low energy half,inf,0.0,81,10000,23.318518518518513,0.0
2021-12-14,Rotation,Both Sectors,low energy half,inf,0.0,118,1000,48.44907407407407,0.7
2021-12-14,Rotation,Sector 1,low energy half,0.5824171807832244,0.6778,37,10000,25.130555555555556,0.5
2021-12-14,Rotation,Both Sectors,low energy half,2.372597575066905,0.11599999999999994,118,1000,48.449074074074076,0.8
2021-12-14,Beat Period,Sector 1,total,1.2359686827461758,0.5144,75,10000,25.130555555555556,0.1
2021-12-14,Rotation,Sector 1,total,inf,0.0,75,10000,25.130555555555556,0.4
2021-12-14,Rotation,Both Sectors,low energy half,inf,0.0,118,1000,48.44907407407407,0.9
2021-12-14,Rotation,Sector 1,low energy half,inf,0.0,37,1000,25.130555555555556,0.7
2021-12-14,Rotation,Sector 1,low energy half,inf,0.0,37,1000,25.130555555555556,0.8
2021-12-14,Rotation,Sector 1,low energy half,inf,0.0,37,10000,25.130555555555556,0.6
2021-12-14,Beat Period,Sector 27,low energy half,0.7840116258214493,0.9742000000000001,81,10000,23.318518518518516,0.1
2021-12-14,Beat Period,Sector 1,total,inf,0.0,75,10000,25.130555555555556,0.2
2021-12-14,Rotation,Sector 1,total,inf,0.0,75,10000,25.130555555555556,0.5
2021-12-14,Rotation,Sector 1,low energy half,inf,0.0,37,10000,25.130555555555556,0.7
2021-12-14,Beat Period,Sector 27,low energy half,inf,0.0,81,10000,23.318518518518516,0.2
2021-12-14,Rotation,Sector 1,low energy half,inf,0.0,37,10000,25.130555555555556,0.8
2021-12-14,Beat Period,Sector 1,total,0.6653395831094713,0.8442844284428443,75,10000,25.130555555555556,0.3
2021-12-14,Rotation,Sector 1,total,2.1359887223528773,0.17099999999999993,75,10000,25.130555555555556,0.6
2021-12-14,Rotation,Sector 1,low energy half,inf,0.0,37,10000,25.130555555555556,0.9
2021-12-14,Beat Period,Sector 27,low energy half,inf,0.0,81,10000,23.318518518518516,0.3
2021-12-14,Beat Period,Sector 1,total,0.7990551627755451,0.9808980898089809,75,10000,25.130555555555556,0.4
2021-12-14,Rotation,Sector 1,total,1.0314447753829512,0.691,75,10000,25.130555555555556,0.7
2021-12-14,Rotation,Sector 27,low energy half,0.8898884750693696,0.8298000000000001,81,10000,23.318518518518513,0.0
2021-12-14,Beat Period,Sector 27,low energy half,1.6491569489492264,0.27680000000000005,81,10000,23.318518518518516,0.4
2021-12-14,Beat Period,Sector 1,total,0.673837478479669,0.8562000000000001,75,10000,25.130555555555556,0.5
2021-12-14,Rotation,Sector 1,total,1.8547737987240254,0.22080000000000014,75,10000,25.130555555555556,0.8
2021-12-14,Rotation,Sector 27,low energy half,1.605638219838113,0.2896000000000001,81,10000,23.318518518518516,0.1
2021-12-14,Beat Period,Sector 1,total,0.33536092175607735,0.19899999999999998,75,10000,25.130555555555556,0.6
2021-12-14,Beat Period,Sector 27,low energy half,0.60063378882694,0.6738,81,10000,23.318518518518516,0.5
2021-12-14,Rotation,Sector 1,total,0.9309526416997471,0.7746,75,10000,25.130555555555556,0.9
2021-12-14,Rotation,Sector 27,low energy half,0.8812145912041132,0.8523999999999999,81,10000,23.318518518518516,0.2
2021-12-14,Beat Period,Sector 1,total,0.5929710576932621,0.7078,75,10000,25.130555555555556,0.7
2021-12-14,Beat Period,Sector 27,low energy half,inf,0.0,81,10000,23.31851851851852,0.6
2021-12-14,Rotation,Sector 27,low energy half,1.4809121287584475,0.38099999999999995,81,10000,23.318518518518516,0.3
2021-12-14,Rotation,Sector 27,total,1.7634743489361568,0.23840000000000003,114,10000,23.318518518518516,0.0
2021-12-14,Beat Period,Sector 1,total,inf,0.0,75,10000,25.130555555555556,0.8
2021-12-14,Beat Period,Sector 27,low energy half,inf,0.0,81,10000,23.318518518518516,0.7
2021-12-14,Rotation,Sector 27,low energy half,2.6277264774548,0.08879999999999995,81,10000,23.318518518518516,0.4
2021-12-14,Beat Period,Sector 1,total,0.7472601157040515,0.9501900380076015,75,10000,25.130555555555556,0.9
2021-12-14,Beat Period,Sector 27,low energy half,1.2335564280960511,0.48840000000000006,81,10000,23.318518518518516,0.8
2021-12-14,Rotation,Sector 27,total,3.4910579073022348,0.03780378037803786,114,10000,23.31851851851852,0.1
2021-12-14,Rotation,Sector 27,low energy half,0.7708974530859223,0.9828,81,10000,23.318518518518516,0.5
2021-12-14,Beat Period,Sector 27,low energy half,0.7691679365144637,0.997,81,10000,23.318518518518516,0.9
2021-12-14,Beat Period,Sector 27,total,0.38091837095370806,0.254,114,10000,23.318518518518516,0.0
2021-12-14,Rotation,Sector 27,total,1.852256587053489,0.22680000000000006,114,10000,23.318518518518516,0.2
2021-12-14,Rotation,Sector 27,low energy half,0.5665593437206553,0.6528,81,10000,23.318518518518516,0.6
2021-12-14,Beat Period,Sector 27,total,1.1281103885367827,0.6530000000000001,114,10000,23.31851851851852,0.1
2021-12-14,Rotation,Sector 27,low energy half,0.5039552780500287,0.5328,81,10000,23.318518518518516,0.7
2021-12-14,Rotation,Sector 27,total,1.6396493210281164,0.3024000000000001,114,10000,23.318518518518516,0.3
2021-12-14,Rotation,Sector 27,low energy half,0.8449343812518748,0.8845999999999999,81,10000,23.318518518518516,0.8
2021-12-14,Rotation,Sector 1,high energy half,2.2102784075864577,0.07,38,1000,25.130555555555556,0.0
2021-12-14,Rotation,Sector 27,high energy half,1.4990319980458935,0.3119999999999999,33,1000,23.318518518518516,0.0
2021-12-14,Rotation,Sector 1,low energy half,1.0782792478590437,0.6480000000000001,37,1000,25.130555555555556,0.0
2021-12-14,Rotation,Both Sectors,high energy half,0.681874169578137,0.8759999999999999,71,1000,48.44907407407407,0.0
2021-12-14,Rotation,Sector 1,total,1.2037610435362325,0.5280000000000001,75,1000,25.130555555555556,0.0
2021-12-14,Rotation,Sector 1,high energy half,0.8468860770887119,0.8140000000000001,38,1000,25.130555555555556,0.1
2021-12-14,Rotation,Sector 27,low energy half,0.8898884750693696,0.6680000000000001,81,1000,23.318518518518513,0.0
2021-12-14,Rotation,Sector 27,high energy half,2.87521073048633,0.08,33,1000,23.318518518518516,0.1
2021-12-14,Rotation,Sector 1,low energy half,0.5302877908930625,0.528,37,1000,25.130555555555556,0.1
2021-12-14,Rotation,Sector 27,total,1.7634743489361568,0.24,114,1000,23.318518518518516,0.0
2021-12-14,Rotation,Both Sectors,low energy half,0.8731928738636299,0.882,118,1000,48.44907407407407,0.0
2021-12-14,Rotation,Sector 1,high energy half,2.7740289047632345,0.10400000000000005,38,1000,25.130555555555556,0.2
2021-12-14,Rotation,Sector 27,high energy half,3.1438149335709156,0.024000000000000056,33,1000,23.318518518518516,0.2
2021-12-14,Rotation,Sector 1,low energy half,1.641725767841038,0.3119999999999999,37,1000,25.130555555555556,0.2
2021-12-14,Rotation,Both Sectors,high energy half,0.6596735142579746,0.89,71,1000,48.44907407407407,0.1
2021-12-14,Rotation,Sector 1,total,0.6878945088676289,0.812,75,1000,25.130555555555556,0.1
2021-12-14,Rotation,Both Sectors,total,1.268095741530317,0.7080000000000001,189,1000,48.44907407407407,0.0
2021-12-14,Rotation,Sector 27,low energy half,1.605638219838113,0.2740000000000001,81,1000,23.318518518518516,0.1
2021-12-14,Rotation,Sector 27,high energy half,2.6187053175104893,0.09599999999999995,33,1000,23.318518518518516,0.3
2021-12-14,Rotation,Sector 1,low energy half,0.5874296458272354,0.648,37,1000,25.130555555555556,0.3
2021-12-14,Rotation,Sector 1,high energy half,0.7171698043348158,0.946,38,1000,25.130555555555556,0.3
2021-12-14,Rotation,Both Sectors,total,0.4653395559415685,0.456,189,1000,48.44907407407407,0.0
2021-12-14,Rotation,Both Sectors,high energy half,0.7744313188771201,0.82,71,1000,48.44907407407407,0.2
2021-12-14,Rotation,Sector 27,high energy half,2.2819256967748203,0.10199999999999988,33,1000,23.318518518518516,0.4
2021-12-14,Rotation,Sector 1,low energy half,1.063993898000085,0.6519999999999999,37,1000,25.130555555555556,0.4
2021-12-14,Rotation,Sector 27,total,3.4910579073022348,0.04800000000000011,114,1000,23.31851851851852,0.1
2021-12-14,Rotation,Sector 1,high energy half,1.26601303456561,0.5180000000000001,38,1000,25.130555555555556,0.4
2021-12-14,Rotation,Sector 1,total,1.001846429978869,0.6519999999999999,75,1000,25.130555555555556,0.2
2021-12-14,Rotation,Both Sectors,low energy half,1.3146644929752114,0.45,118,1000,48.44907407407407,0.1
2021-12-14,Rotation,Sector 27,low energy half,0.8812145912041132,0.75,81,1000,23.318518518518516,0.2
2021-12-14,Rotation,Sector 27,high energy half,1.7252032527128165,0.3080000000000001,33,1000,23.318518518518516,0.5
2021-12-14,Rotation,Sector 1,low energy half,0.5824171807832244,0.688,37,1000,25.130555555555556,0.5
2021-12-14,Rotation,Sector 1,high energy half,0.9001908384469957,0.8440000000000001,38,1000,25.130555555555556,0.5
2021-12-14,Rotation,Both Sectors,high energy half,0.7035949436557019,0.914,71,1000,48.44907407407407,0.3
2021-12-14,Rotation,Sector 27,high energy half,1.728063669615608,0.32599999999999996,33,1000,23.31851851851852,0.6
2021-12-14,Rotation,Sector 1,total,0.9827009817928314,0.6380000000000001,75,1000,25.130555555555556,0.3
2021-12-14,Rotation,Sector 1,low energy half,0.7202074767755704,0.934,37,1000,25.130555555555556,0.6
2021-12-14,Rotation,Sector 1,high energy half,1.6100052465677237,0.4040000000000001,38,1000,25.130555555555556,0.6
2021-12-14,Rotation,Sector 27,total,1.852256587053489,0.15199999999999989,114,1000,23.318518518518516,0.2
2021-12-14,Rotation,Sector 27,high energy half,2.4405978669290533,0.09599999999999995,33,1000,23.318518518518516,0.7
2021-12-14,Rotation,Sector 27,low energy half,1.4809121287584475,0.2880000000000001,81,1000,23.318518518518516,0.3
2021-12-14,Rotation,Both Sectors,total,1.671864496171736,0.3559999999999999,189,1000,48.449074074074076,0.1
2021-12-14,Rotation,Sector 1,low energy half,0.7887988146168681,0.946,37,1000,25.130555555555556,0.7
2021-12-14,Rotation,Both Sectors,high energy half,0.5981892406610569,0.716,71,1000,48.449074074074076,0.4
2021-12-14,Rotation,Both Sectors,total,0.44640933240151526,0.41600000000000004,189,1000,48.44907407407407,0.1
2021-12-14,Rotation,Both Sectors,low energy half,1.3153854641351899,0.4059999999999999,118,1000,48.449074074074076,0.2
2021-12-14,Rotation,Sector 1,high energy half,1.1569770753062585,0.5359999999999999,38,1000,25.130555555555556,0.7
2021-12-14,Rotation,Sector 27,high energy half,5.659477387671352,0.0,33,1000,23.318518518518516,0.8
2021-12-14,Rotation,Sector 1,total,0.8244863342302722,0.848,75,1000,25.130555555555556,0.4
2021-12-14,Rotation,Sector 1,low energy half,2.141403558697064,0.12,37,1000,25.130555555555556,0.8
2021-12-14,Rotation,Sector 1,high energy half,0.9937795301605021,0.7040000000000001,38,1000,25.130555555555556,0.8
2021-12-14,Rotation,Sector 27,high energy half,1.9132442755895767,0.28400000000000003,33,1000,23.31851851851852,0.9
2021-12-14,Rotation,Both Sectors,high energy half,0.656835105008426,0.882,71,1000,48.44907407407407,0.5
2021-12-14,Rotation,Sector 27,low energy half,2.6277264774548,0.09,81,1000,23.318518518518516,0.4
2021-12-14,Rotation,Sector 1,low energy half,0.7728839423207958,0.9840000000000001,37,1000,25.130555555555556,0.9
2021-12-14,Rotation,Sector 27,total,1.6396493210281164,0.2719999999999999,114,1000,23.318518518518516,0.3
2021-12-14,Rotation,Sector 1,high energy half,0.817525771808782,0.9420000000000001,38,1000,25.130555555555556,0.9
2021-12-14,Rotation,Sector 1,total,1.2263001634573527,0.5819999999999999,75,1000,25.130555555555556,0.5
2021-12-14,Rotation,Both Sectors,low energy half,0.7315953504081989,0.9179999999999999,118,1000,48.44907407407407,0.3
2021-12-14,Rotation,Both Sectors,high energy half,0.8714232055004629,0.93,71,1000,48.44907407407407,0.6
2021-12-14,Rotation,Both Sectors,total,1.6053287528411033,0.40800000000000014,189,1000,48.44907407407407,0.2
2021-12-14,Rotation,Both Sectors,high energy half,1.10030389432697,0.5719999999999998,71,1000,48.449074074074076,0.0
2021-12-14,Rotation,Sector 27,low energy half,0.7708974530859223,0.934,81,1000,23.318518518518516,0.5
2021-12-14,Rotation,Both Sectors,total,0.6874048384665912,0.96,189,1000,48.44907407407407,0.2
2021-12-14,Rotation,Sector 1,total,2.1359887223528773,0.16599999999999995,75,1000,25.130555555555556,0.6
2021-12-14,Rotation,Sector 1,total,0.896518683531383,0.836,75,1000,25.130555555555556,0.0
2021-12-14,Rotation,Sector 27,total,3.0375208060815737,0.03199999999999989,114,1000,23.318518518518516,0.4
2021-12-14,Rotation,Both Sectors,low energy half,1.998463623538214,0.1880000000000001,118,1000,48.44907407407407,0.0
2021-12-14,Rotation,Both Sectors,high energy half,0.7556099311290012,0.9159999999999999,71,1000,48.44907407407407,0.7
2021-12-14,Rotation,Both Sectors,high energy half,1.1346975674672706,0.7659999999999999,71,1000,48.44907407407407,0.1
2021-12-14,Rotation,Sector 27,low energy half,0.5665593437206553,0.69,81,1000,23.318518518518516,0.6
2021-12-14,Rotation,Both Sectors,low energy half,1.9487329567905647,0.13,118,1000,48.44907407407407,0.4
2021-12-14,Rotation,Sector 1,total,1.0314447753829512,0.69,75,1000,25.130555555555556,0.7
2021-12-14,Rotation,Sector 1,total,1.2359686827461758,0.47400000000000003,75,1000,25.130555555555556,0.1
2021-12-14,Rotation,Both Sectors,high energy half,4.098804651703958,0.005999999999999943,71,1000,48.449074074074076,0.8
2021-12-14,Rotation,Both Sectors,high energy half,1.1655322341098753,0.48400000000000004,71,1000,48.44907407407407,0.2
