tstamp,period,sector,subsample,D+,p+,D-,p-,D,p,nflares,totobs_days,phaseshift
2021-09-02,Orbit,Sector 1,high energy half,0.05580797356495,0.761403005980753,0.191575573176336,0.053683315268165,0.191575573176336,0.107354163301106,38,25.1305555555556,0
2021-09-02,Orbit,Sector 1,high energy half,0.088238031798852,0.523062249279817,0.159145514942435,0.13119633680634,0.159145514942435,0.261872002142417,38,25.1305555555556,0.1
2021-09-02,Orbit,Sector 1,high energy half,0.152731641195395,0.153522485884259,0.094651905545892,0.476472493890356,0.152731641195395,0.306048209806659,38,25.1305555555556,0.2
2021-09-02,Orbit,Sector 1,high energy half,0.132224697922545,0.243056311208314,0.115158848818742,0.338987689085278,0.132224697922545,0.479536233263954,38,25.1305555555556,0.3
2021-09-02,Orbit,Sector 1,high energy half,0.141858598081365,0.197470754240029,0.105524948659922,0.401002768133929,0.141858598081365,0.392132752126445,38,25.1305555555556,0.4
2021-09-02,Orbit,Sector 1,high energy half,0.096205197419325,0.465392469216088,0.151178349321962,0.159323854041916,0.151178349321962,0.317486185165829,38,25.1305555555556,0.5
2021-09-02,Orbit,Sector 1,high energy half,0.018674407916553,0.962969764301245,0.228709138824734,0.015708947535644,0.228709138824734,0.031417829706073,38,25.1305555555556,0.6
2021-09-02,Orbit,Sector 1,high energy half,0.042520637838656,0.848216895197359,0.204862908902631,0.035474786877216,0.204862908902631,0.070947416225274,38,25.1305555555556,0.7
2021-09-02,Orbit,Sector 1,high energy half,0.009433193905511,0.986648523674723,0.237950352835776,0.011175933785308,0.237950352835776,0.022351852710301,38,25.1305555555556,0.8
2021-09-02,Orbit,Sector 1,high energy half,0.015492195726411,0.972638064854885,0.231891351014876,0.01399307356484,0.231891351014876,0.027986107558533,38,25.1305555555556,0.9
2021-09-02,Orbit,Sector 27,high energy half,0.049900610296099,0.821845626572089,0.204074977859921,0.055403602296943,0.204074977859921,0.110793604842177,33,23.3185185185185,0
2021-09-02,Orbit,Sector 27,high energy half,-2.22044604925031E-16,1,0.25397558815602,0.011528955810792,0.25397558815602,0.023057896653359,33,23.3185185185185,0.1
2021-09-02,Orbit,Sector 27,high energy half,0.061080748719726,0.751519735065485,0.192894839436294,0.07507663660307,0.192894839436294,0.150104049098616,33,23.3185185185185,0.2
2021-09-02,Orbit,Sector 27,high energy half,0.22367255785299,0.031187342898755,0.03030303030303,0.92122918672783,0.22367255785299,0.062373523843518,33,23.3185185185185,0.3
2021-09-02,Orbit,Sector 27,high energy half,0.121798412171268,0.347505417050429,0.132177175984752,0.289949640759057,0.132177175984752,0.566488092919919,33,23.3185185185185,0.4
2021-09-02,Orbit,Sector 27,high energy half,0.112560644565092,0.403329327035376,0.141414943590928,0.243811942113476,0.141414943590928,0.481023274722658,33,23.3185185185185,0.5
2021-09-02,Orbit,Sector 27,high energy half,0.012171628932271,0.982074064844685,0.24180395922375,0.017466207399646,0.24180395922375,0.034932321350502,33,23.3185185185185,0.6
2021-09-02,Orbit,Sector 27,high energy half,0.012171628932271,0.982074064844685,0.24180395922375,0.017466207399646,0.24180395922375,0.034932321350502,33,23.3185185185185,0.7
2021-09-02,Orbit,Sector 27,high energy half,0.026365345000193,0.9393687096673,0.227610243155828,0.027606638381691,0.227610243155828,0.055212590698857,33,23.3185185185185,0.8
2021-09-02,Orbit,Sector 27,high energy half,0.070963466462593,0.685555049776626,0.183012121693427,0.09680813631236,0.183012121693427,0.193472933828407,33,23.3185185185185,0.9
2021-09-02,Orbit,Both Sectors,low energy half,0.066641513587141,0.335679177390555,0.04444740709424,0.609461478870353,0.066641513587141,0.646342264731069,118,48.4490740740741,0
2021-09-02,Orbit,Both Sectors,low energy half,0.024416022734655,0.854943476322316,0.086672897946727,0.160356477180733,0.086672897946727,0.319433133126959,118,48.4490740740741,0.1
2021-09-02,Orbit,Both Sectors,low energy half,0.025709474604121,0.841274366489978,0.085379446077261,0.169162651578915,0.085379446077261,0.336737212753024,118,48.4490740740741,0.2
2021-09-02,Orbit,Both Sectors,low energy half,0.079771608175583,0.211334256688701,0.031317312505799,0.777289219144206,0.079771608175583,0.418771592361948,118,48.4490740740741,0.3
2021-09-02,Orbit,Both Sectors,low energy half,0.059751560457637,0.414162834089326,0.051337360223744,0.519238140144755,0.059751560457637,0.770576859727621,118,48.4490740740741,0.4
2021-09-02,Orbit,Both Sectors,low energy half,0.019984609370564,0.898203161364842,0.091104311310817,0.132714428280975,0.091104311310817,0.264832920652423,118,48.4490740740741,0.5
2021-09-02,Orbit,Both Sectors,low energy half,0.018284205620163,0.91309418916082,0.092804715061218,0.123114800603416,0.092804715061218,0.245789693823195,118,48.4490740740741,0.6
2021-09-02,Orbit,Both Sectors,low energy half,0.051527628824108,0.516781356327157,0.059561291857273,0.416439954535853,0.059561291857273,0.773864987728748,118,48.4490740740741,0.7
2021-09-02,Orbit,Both Sectors,low energy half,0.011052917184077,0.964536932824796,0.100036003497304,0.088094827833343,0.100036003497304,0.176076172861376,118,48.4490740740741,0.8
2021-09-02,Orbit,Both Sectors,low energy half,0.042679183707291,0.632750389052102,0.06840973697409,0.316906932795647,0.06840973697409,0.613945843750291,118,48.4490740740741,0.9
2021-09-02,Orbit,Sector 1,low energy half,-2.22044604925031E-16,1,0.281172794326326,0.002215134913969,0.281172794326326,0.004430269817579,37,25.1305555555556,0
2021-09-02,Orbit,Sector 1,low energy half,-2.22044604925031E-16,1,0.281172794326326,0.002215134913969,0.281172794326326,0.004430269817579,37,25.1305555555556,0.1
2021-09-02,Orbit,Sector 1,low energy half,0.076555166861346,0.617122820451227,0.20461762746498,0.038910728288493,0.20461762746498,0.077818294679053,37,25.1305555555556,0.2
2021-09-02,Orbit,Sector 1,low energy half,0.170574686546832,0.103468766099984,0.110598107779494,0.376840255812928,0.170574686546832,0.206743986503559,37,25.1305555555556,0.3
2021-09-02,Orbit,Sector 1,low energy half,0.106473999145603,0.403747274713536,0.174698795180723,0.092786739992124,0.174698795180723,0.185450579446982,37,25.1305555555556,0.4
2021-09-02,Orbit,Sector 1,low energy half,0.109515174509095,0.383822208918524,0.171657619817231,0.100575566865974,0.171657619817231,0.200979147309266,37,25.1305555555556,0.5
2021-09-02,Orbit,Sector 1,low energy half,0.120688058457484,0.314924648962005,0.160484735868841,0.133605113412885,0.160484735868841,0.266650831555179,37,25.1305555555556,0.6
2021-09-02,Orbit,Sector 1,low energy half,0.171375310316396,0.101323659927403,0.10979748400993,0.381996207131707,0.171375310316396,0.202469942155151,37,25.1305555555556,0.7
2021-09-02,Orbit,Sector 1,low energy half,0.134241901899689,0.241577764676607,0.146930892426637,0.183798046535418,0.146930892426637,0.365509395785735,37,25.1305555555556,0.8
2021-09-02,Orbit,Sector 1,low energy half,-2.22044604925031E-16,1,0.281172794326326,0.002215134913969,0.281172794326326,0.004430269817579,37,25.1305555555556,0.9
2021-09-02,Orbit,Sector 27,low energy half,0.121589055171224,0.08394304422457,0.026912786091895,0.873789597462191,0.121589055171224,0.167795435620585,81,23.3185185185185,0
2021-09-02,Orbit,Sector 27,low energy half,0.093981505992439,0.22481405765416,0.054520335270679,0.596389273239718,0.093981505992439,0.444676980998457,81,23.3185185185185,0.1
2021-09-02,Orbit,Sector 27,low energy half,0.058849705672424,0.549273993851397,0.089652135590694,0.25649299531305,0.089652135590694,0.504554666171982,81,23.3185185185185,0.2
2021-09-02,Orbit,Sector 27,low energy half,0.083930175145497,0.302456897348053,0.064571666117621,0.488083915623765,0.083930175145497,0.588533925974255,81,23.3185185185185,0.3
2021-09-02,Orbit,Sector 27,low energy half,0.052110540496023,0.62270315756485,0.096391300767095,0.20835450093226,0.096391300767095,0.413068216893748,81,23.3185185185185,0.4
2021-09-02,Orbit,Sector 27,low energy half,0.034393285174204,0.807277070452086,0.114108556088914,0.112370463822192,0.114108556088914,0.224443524011735,81,23.3185185185185,0.5
2021-09-02,Orbit,Sector 27,low energy half,0.029362656281864,0.853157741044567,0.119139184981254,0.092544348419111,0.119139184981254,0.184953769906923,81,23.3185185185185,0.6
2021-09-02,Orbit,Sector 27,low energy half,0.057031360299308,0.56901271105335,0.09147048096381,0.242858671064502,0.09147048096381,0.478954139041918,81,23.3185185185185,0.7
2021-09-02,Orbit,Sector 27,low energy half,0.000367664360676,0.999621362909419,0.148134176902443,0.025684964928716,0.148134176902443,0.051369224253078,81,23.3185185185185,0.8
2021-09-02,Orbit,Sector 27,low energy half,0.063934871444931,0.494802020572613,0.084566969818188,0.297115989154027,0.084566969818188,0.578985048372561,81,23.3185185185185,0.9
2021-09-02,Rotation,Both Sectors,total,0.0555287567024,0.300592541992132,0.070102779050315,0.148932106899441,0.070102779050315,0.296901040422304,189,48.4490740740741,0
2021-09-02,Rotation,Both Sectors,total,0.100585048259107,0.020328911988082,0.025046487493607,0.776023126883383,0.100585048259107,0.040657817693456,189,48.4490740740741,0.1
2021-09-02,Rotation,Both Sectors,total,0.101498011738483,0.018943387349248,0.024133524014232,0.789774103224596,0.101498011738483,0.037886850780356,189,48.4490740740741,0.2
2021-09-02,Rotation,Both Sectors,total,0.079885262982906,0.084908389379306,0.045746272769809,0.439998797482808,0.079885262982906,0.169716412560208,189,48.4490740740741,0.3
2021-09-02,Rotation,Both Sectors,total,0.058924030371678,0.258929293594603,0.066707505381037,0.177950631168028,0.066707505381037,0.35393086672628,189,48.4490740740741,0.4
2021-09-02,Rotation,Both Sectors,total,0.086607493465741,0.055323335877366,0.039024042286973,0.548166743422925,0.086607493465741,0.110628898617084,189,48.4490740740741,0.5
2021-09-02,Rotation,Both Sectors,total,0.095141444185514,0.030560159870384,0.030490091567201,0.689778904445774,0.095141444185514,0.06111894109637,189,48.4490740740741,0.6
2021-09-02,Rotation,Both Sectors,total,0.076449730957297,0.10429366739508,0.049181804795418,0.388084497570868,0.076449730957297,0.208357632675694,189,48.4490740740741,0.7
2021-09-02,Rotation,Both Sectors,total,0.024208543033215,0.788653776894425,0.1014229927195,0.019054043953716,0.1014229927195,0.038108158057485,189,48.4490740740741,0.8
2021-09-02,Rotation,Both Sectors,total,0.048732514337006,0.394709568902083,0.076899021415708,0.101578163118369,0.076899021415708,0.202949765759339,189,48.4490740740741,0.9
2021-09-02,Rotation,Sector 1,total,0.023724254817435,0.904818450393771,0.121127445562065,0.102035483420344,0.121127445562065,0.203871391729976,75,25.1305555555556,0
2021-09-02,Rotation,Sector 1,total,0.049121255664861,0.67450263243862,0.095730444714638,0.237575534508546,0.095730444714638,0.468976714372234,75,25.1305555555556,0.1
2021-09-02,Rotation,Sector 1,total,0.068964297557201,0.468594415435963,0.075887402822298,0.401327874937951,0.075887402822298,0.751883436547304,75,25.1305555555556,0.2
2021-09-02,Rotation,Sector 1,total,0.081898235142405,0.346720302333616,0.062953465237095,0.529839233168664,0.081898235142405,0.665130821006873,75,25.1305555555556,0.3
2021-09-02,Rotation,Sector 1,total,0.104145020448768,0.183492898893333,0.040706679930732,0.759571042673123,0.104145020448768,0.364816004607467,75,25.1305555555556,0.4
2021-09-02,Rotation,Sector 1,total,0.115628016653771,0.124583498642212,0.029223683725729,0.863156552157853,0.115628016653771,0.248716873233754,75,25.1305555555556,0.5
2021-09-02,Rotation,Sector 1,total,0.131518367046166,0.068228983188386,0.013333333333334,0.964468701890777,0.131518367046166,0.13641941474398,75,25.1305555555556,0.6
2021-09-02,Rotation,Sector 1,total,0.094973656092259,0.242903793848344,0.049878044287241,0.666643925895226,0.094973656092259,0.479054185693818,75,25.1305555555556,0.7
2021-09-02,Rotation,Sector 1,total,0.018208614273608,0.940281082261572,0.126643086105891,0.082748432777786,0.126643086105891,0.165412004140512,75,25.1305555555556,0.8
2021-09-02,Rotation,Sector 1,total,0.037332449062304,0.791841226834319,0.107519251317195,0.164442092779277,0.107519251317195,0.327493275547762,75,25.1305555555556,0.9
2021-09-02,Rotation,Sector 27,total,0.090303611036804,0.146706913874673,0.067953197797543,0.333815742011456,0.090303611036804,0.292521427320283,114,23.3185185185185,0
2021-09-02,Rotation,Sector 27,total,0.149484879009786,0.005458224461017,0.008771929824561,0.976465612085525,0.149484879009786,0.010916447621362,114,23.3185185185185,0.1
2021-09-02,Rotation,Sector 27,total,0.121519127989924,0.031660722781717,0.036737680844424,0.717711235289816,0.121519127989924,0.063319681271342,114,23.3185185185185,0.2
2021-09-02,Rotation,Sector 27,total,0.074503583450367,0.268642752605127,0.083753225383981,0.191168116922736,0.083753225383981,0.379737604378615,114,23.3185185185185,0.3
2021-09-02,Rotation,Sector 27,total,0.033256112207138,0.760418868133196,0.12500069662721,0.0259478300405,0.12500069662721,0.051894877069506,114,23.3185185185185,0.4
2021-09-02,Rotation,Sector 27,total,0.080929098675851,0.212980036758987,0.077327710158497,0.243147217029123,0.080929098675851,0.421942635810067,114,23.3185185185185,0.5
2021-09-02,Rotation,Sector 27,total,0.051854491294946,0.523720274049344,0.106402317539401,0.070377898087675,0.106402317539401,0.140710254043162,114,23.3185185185185,0.6
2021-09-02,Rotation,Sector 27,total,0.073715523919392,0.276042473547139,0.084541284914956,0.185369254570158,0.084541284914956,0.368443556118307,114,23.3185185185185,0.7
2021-09-02,Rotation,Sector 27,total,0.026700501850243,0.835244987714746,0.131556306984105,0.01756838532916,0.131556306984105,0.035136611788883,114,23.3185185185185,0.8
2021-09-02,Rotation,Sector 27,total,0.069902883200696,0.3135610458411,0.088353925633652,0.1590614805129,0.088353925633652,0.316885800027131,114,23.3185185185185,0.9
2021-09-02,Rotation,Both Sectors,high energy half,0.072684602892418,0.450599980979968,0.081832993295899,0.366435663022356,0.081832993295899,0.697573005975015,71,48.4490740740741,0
2021-09-02,Rotation,Both Sectors,high energy half,0.118358438681586,0.12639726843031,0.03615915750673,0.811227872806493,0.118358438681586,0.252318969953497,71,48.4490740740741,0.1
2021-09-02,Rotation,Both Sectors,high energy half,0.124000318593105,0.103626386099755,0.030517277595212,0.858869076090722,0.124000318593105,0.207041195998859,71,48.4490740740741,0.2
2021-09-02,Rotation,Both Sectors,high energy half,0.122101812247073,0.110903535167227,0.032415783941243,0.843421674265441,0.122101812247073,0.221527991192492,71,48.4490740740741,0.3
2021-09-02,Rotation,Both Sectors,high energy half,0.115941050094378,0.137239579202203,0.038576546093938,0.78942764928722,0.115941050094378,0.27381428862563,71,48.4490740740741,0.4
2021-09-02,Rotation,Both Sectors,high energy half,0.087601199095063,0.31771925822917,0.066916397093253,0.507081913514581,0.087601199095063,0.615522880474259,71,48.4490740740741,0.5
2021-09-02,Rotation,Both Sectors,high energy half,0.116291966154208,0.135623960806411,0.038225630034108,0.792634421620851,0.116291966154208,0.270614337646802,71,48.4490740740741,0.6
2021-09-02,Rotation,Both Sectors,high energy half,0.090321600426135,0.296067239089334,0.064195995762181,0.534362485080012,0.090321600426135,0.57714472324692,71,48.4490740740741,0.7
2021-09-02,Rotation,Both Sectors,high energy half,0,1,0.154517596188316,0.030154165385399,0.154517596188316,0.060307002276444,71,48.4490740740741,0.8
2021-09-02,Rotation,Both Sectors,high energy half,0.065407881854562,0.522168763440451,0.089109714333754,0.305604246581192,0.089109714333754,0.594177041097312,71,48.4490740740741,0.9
2021-09-02,Rotation,Sector 1,high energy half,0.001230416596371,0.998712309585108,0.214118666845072,0.026141809990649,0.214118666845072,0.052283033680929,38,25.1305555555556,0
2021-09-02,Rotation,Sector 1,high energy half,0.045938461717464,0.826901798011604,0.169410621723979,0.100662586788962,0.169410621723979,0.201151737439653,38,25.1305555555556,0.1
2021-09-02,Rotation,Sector 1,high energy half,0,1,0.215349083441443,0.025076090995972,0.215349083441443,0.050151691449757,38,25.1305555555556,0.2
2021-09-02,Rotation,Sector 1,high energy half,0.104562140401296,0.407472190678108,0.110786943040147,0.36649042652396,0.110786943040147,0.69810626020563,38,25.1305555555556,0.3
2021-09-02,Rotation,Sector 1,high energy half,0.153581006789107,0.150416069811713,0.061768076652336,0.719311688302723,0.153581006789107,0.29991601131708,38,25.1305555555556,0.4
2021-09-02,Rotation,Sector 1,high energy half,0.128137853199374,0.264293594094383,0.087211230242069,0.530624832753906,0.128137853199374,0.519329330627046,38,25.1305555555556,0.5
2021-09-02,Rotation,Sector 1,high energy half,0.165515756895278,0.111523932557603,0.049833326546165,0.801549501792544,0.165515756895278,0.222782346174225,38,25.1305555555556,0.6
2021-09-02,Rotation,Sector 1,high energy half,0.141602624888739,0.198600507314563,0.073746458552704,0.630917568953878,0.141602624888739,0.394325713707366,38,25.1305555555556,0.7
2021-09-02,Rotation,Sector 1,high energy half,0.06508409301135,0.695183983631682,0.150264990430093,0.162808344345005,0.150264990430093,0.324346830285877,38,25.1305555555556,0.8
2021-09-02,Rotation,Sector 1,high energy half,0.079645477128213,0.586867101314486,0.13570360631323,0.225867468503249,0.13570360631323,0.446862983496159,38,25.1305555555556,0.9
2021-09-02,Rotation,Sector 27,high energy half,0.183210359631897,0.096328448159758,0.1184885304763,0.367042491134512,0.183210359631897,0.192516511326005,33,23.3185185185185,0
2021-09-02,Rotation,Sector 27,high energy half,0.261474637576528,0.008831669742785,0.04022425253167,0.875798647673069,0.261474637576528,0.017663334918,33,23.3185185185185,0.1
2021-09-02,Rotation,Sector 27,high energy half,0.267210602691464,0.007163554347322,0.034488287416734,0.903353594710922,0.267210602691464,0.014327106908772,33,23.3185185185185,0.2
2021-09-02,Rotation,Sector 27,high energy half,0.123569919333102,0.337274513415952,0.178128970775095,0.109222607746989,0.178128970775095,0.218207699055049,33,23.3185185185185,0.3
2021-09-02,Rotation,Sector 27,high energy half,0.135478334007162,0.272895617137997,0.166220556101036,0.144595355728493,0.166220556101036,0.288426456027115,33,23.3185185185185,0.4
2021-09-02,Rotation,Sector 27,high energy half,0.094230102806977,0.524170092692641,0.207468787301221,0.050348643294248,0.207468787301221,0.100688234463435,33,23.3185185185185,0.5
2021-09-02,Rotation,Sector 27,high energy half,0.091567878595356,0.542464572342702,0.210131011512841,0.046655929701549,0.210131011512841,0.093305317612627,33,23.3185185185185,0.6
2021-09-02,Rotation,Sector 27,high energy half,0.065223891552116,0.724367551206239,0.236474998556082,0.020811178959518,0.236474998556082,0.04162215688984,33,23.3185185185185,0.7
2021-09-02,Rotation,Sector 27,high energy half,-2.22044604925031E-16,1,0.301698890108198,0.001838401528122,0.301698890108198,0.003676803052833,33,23.3185185185185,0.8
2021-09-02,Rotation,Sector 27,high energy half,0.121412765680952,0.349753808673745,0.180286124427246,0.103595164391408,0.180286124427246,0.206999951928432,33,23.3185185185185,0.9
2021-09-02,Rotation,Both Sectors,low energy half,0.049531303582883,0.542685084867299,0.069709448747176,0.303494372958858,0.069709448747176,0.590283153783475,118,48.4490740740741,0
2021-09-02,Rotation,Both Sectors,low energy half,0.092416437851465,0.125258962175864,0.026824314478594,0.829131721321012,0.092416437851465,0.250046204426342,118,48.4490740740741,0.1
2021-09-02,Rotation,Both Sectors,low energy half,0.093074997906393,0.121638777370976,0.026165754423666,0.836343926980887,0.093074997906393,0.242858590634616,118,48.4490740740741,0.2
2021-09-02,Rotation,Both Sectors,low energy half,0.058773866956195,0.425920066562973,0.060466885373863,0.405650511398168,0.060466885373863,0.758110868802864,118,48.4490740740741,0.3
2021-09-02,Rotation,Both Sectors,low energy half,0.018927158383837,0.90758964801909,0.100313593946222,0.086926939510237,0.100313593946222,0.173746370494584,118,48.4490740740741,0.4
2021-09-02,Rotation,Both Sectors,low energy half,0.070087755017088,0.299653027388881,0.049152997312971,0.547621985209896,0.070087755017088,0.583432630271933,118,48.4490740740741,0.5
2021-09-02,Rotation,Both Sectors,low energy half,0.05595785284817,0.460516729491354,0.063282899481889,0.372927192770533,0.063282899481889,0.707776074934139,118,48.4490740740741,0.6
2021-09-02,Rotation,Both Sectors,low energy half,0.069187132994264,0.308844607695991,0.050053619335794,0.535882333299224,0.069187132994264,0.599770929962485,118,48.4490740740741,0.7
2021-09-02,Rotation,Both Sectors,low energy half,0.016038391159147,0.931116768685124,0.103202361170911,0.075489879011362,0.103202361170911,0.150919075605047,118,48.4490740740741,0.8
2021-09-02,Rotation,Both Sectors,low energy half,0.04223640998558,0.638572475215959,0.077004342344478,0.234573325624181,0.077004342344478,0.463214478782383,118,48.4490740740741,0.9
2021-09-02,Rotation,Sector 1,low energy half,0.043456245014773,0.845760221109162,0.145090652717491,0.191519650756169,0.145090652717491,0.380567838960964,37,25.1305555555556,0
2021-09-02,Rotation,Sector 1,low energy half,0.102984713463325,0.427151181361057,0.085562184268938,0.550845972715436,0.102984713463325,0.789904034722125,37,25.1305555555556,0.1
2021-09-02,Rotation,Sector 1,low energy half,0.152016944544854,0.163600507885105,0.036529953187409,0.884962645871053,0.152016944544854,0.325909125298268,37,25.1305555555556,0.2
2021-09-02,Rotation,Sector 1,low energy half,0.112338269517445,0.365751096809129,0.076208628214818,0.619677921998873,0.112338269517445,0.696935381827226,37,25.1305555555556,0.3
2021-09-02,Rotation,Sector 1,low energy half,0.05519822906802,0.770181390279386,0.133348668664243,0.24604583769646,0.133348668664243,0.485189269445637,37,25.1305555555556,0.4
2021-09-02,Rotation,Sector 1,low energy half,0.108590573551334,0.389831189162147,0.079956324180929,0.592057095549967,0.108590573551334,0.734985496220768,37,25.1305555555556,0.5
2021-09-02,Rotation,Sector 1,low energy half,0.087318776718578,0.538000669387548,0.101228121013685,0.439138623295508,0.101228121013685,0.806387837840814,37,25.1305555555556,0.6
2021-09-02,Rotation,Sector 1,low energy half,0.068418977173261,0.67693720032197,0.120127920559003,0.318205271081914,0.120127920559003,0.61673259208211,37,25.1305555555556,0.7
2021-09-02,Rotation,Sector 1,low energy half,2.22044604925031E-16,1,0.188546897732263,0.06313510086281,0.188546897732263,0.126245712366,37,25.1305555555556,0.8
2021-09-02,Rotation,Sector 1,low energy half,0.047592303257165,0.820060286572853,0.140954594475099,0.209686490390932,0.140954594475099,0.415787241917698,37,25.1305555555556,0.9
2021-09-02,Rotation,Sector 27,low energy half,0.049982744286006,0.64589011566275,0.081469275024707,0.323612301777848,0.081469275024707,0.625731095626156,81,23.3185185185185,0
2021-09-02,Rotation,Sector 27,low energy half,0.111763102577376,0.12266502037388,0.019688916733337,0.927196420959845,0.111763102577376,0.244905269607012,81,23.3185185185185,0.1
2021-09-02,Rotation,Sector 27,low energy half,0.078924057210536,0.346330152993752,0.052527962100177,0.61814657093445,0.078924057210536,0.664445223327642,81,23.3185185185185,0.2
2021-09-02,Rotation,Sector 27,low energy half,0.039380897336346,0.758172172365625,0.092071121974368,0.238459492282096,0.092071121974368,0.470637039959664,81,23.3185185185185,0.3
2021-09-02,Rotation,Sector 27,low energy half,0.007230242207477,0.987133707831024,0.124221777103236,0.075422233531329,0.124221777103236,0.150785894348317,81,23.3185185185185,0.4
2021-09-02,Rotation,Sector 27,low energy half,0.075046178643701,0.382490648589107,0.056405840667012,0.575822700554673,0.075046178643701,0.723017748298806,81,23.3185185185185,0.5
2021-09-02,Rotation,Sector 27,low energy half,0.048245775291386,0.664730357380014,0.083206244019327,0.308595748008093,0.083206244019327,0.599433192241482,81,23.3185185185185,0.6
2021-09-02,Rotation,Sector 27,low energy half,0.074005443393415,0.392494948189442,0.057446575917298,0.564497233691364,0.074005443393415,0.738480382411488,81,23.3185185185185,0.7
2021-09-02,Rotation,Sector 27,low energy half,0.036087237438624,0.790969801589061,0.095364781872089,0.215263202181793,0.095364781872089,0.426372189936591,81,23.3185185185185,0.8
2021-09-02,Rotation,Sector 27,low energy half,0.05174397912843,0.626703070645657,0.079708040182283,0.339243939986293,0.079708040182283,0.65251605830018,81,23.3185185185185,0.9
2021-11-10,Beat Period,Both Sectors,total,0.025834316275168,0.763962315543482,0.034745479191915,0.619351499025361,0.034745479191915,0.970496621561258,189,48.4490740740741,0
2021-11-10,Beat Period,Both Sectors,total,0.036855729072336,0.584166176715327,0.023724066394748,0.795857397485796,0.036855729072336,0.951138646667211,189,48.4490740740741,0.1
2021-11-10,Beat Period,Both Sectors,total,0.011250682484538,0.946215743530819,0.049329112982545,0.385923795528825,0.049329112982545,0.728079042367934,189,48.4490740740741,0.2
2021-11-10,Beat Period,Both Sectors,total,0.037578889205837,0.572130687763882,0.023000906261246,0.80646675989666,0.037578889205837,0.943083537164542,189,48.4490740740741,0.3
2021-11-10,Beat Period,Both Sectors,total,0.042101701786969,0.497795687834985,0.018478093680115,0.868284465429148,0.042101701786969,0.876781581048605,189,48.4490740740741,0.4
